"Waktu","ISPU PM10","ISPU PM2.5","ISPU SO2","ISPU CO","ISPU O3","ISPU NO2","Status By PM10","Status By PM2.5","Status By SO2","Status By CO","Status By O3","Status By NO2","Critical Parameter","Overall ISPU Status"
"00:00","67","101","45","12","28","33","Sedang","Tidak Sehat","Baik","Baik","Baik","Baik","pm25","Tidak Sehat"
"01:00","66","94","45","11","29","32","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"02:00","65","89","45","11","29","31","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"03:00","64","88","45","12","30","31","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"04:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"05:00","63","89","45","12","30","30","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"06:00","62","88","45","12","30","30","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"07:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"08:00","60","87","45","11","31","30","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"09:00","59","88","45","12","32","30","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"10:00","59","88","45","12","32","30","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"11:00","59","89","45","12","32","30","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"12:00","59","88","45","12","32","28","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"13:00","59","86","45","11","32","27","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"14:00","58","85","45","11","31","26","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"15:00","58","82","44","11","31","26","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"16:00","57","80","44","12","30","26","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"17:00","57","79","44","12","29","25","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"18:00","56","78","44","12","29","26","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"19:00","55","77","44","12","29","26","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"20:00","55","76","44","12","28","26","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"21:00","54","76","44","12","28","26","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"22:00","54","74","44","12","29","26","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"23:00","53","73","44","12","28","26","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
