"Waktu","ISPU PM10","ISPU PM2.5","ISPU SO2","ISPU CO","ISPU O3","ISPU NO2","Status By PM10","Status By PM2.5","Status By SO2","Status By CO","Status By O3","Status By NO2","Critical Parameter","Overall ISPU Status"
"00:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"01:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"02:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"03:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"04:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"05:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"06:00","40","54","37","4","20","7","Baik","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"07:00","40","54","37","4","20","7","Baik","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"08:00","39","54","39","5","21","7","Baik","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"09:00","39","53","40","5","21","7","Baik","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"10:00","38","53","40","5","21","7","Baik","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"11:00","37","53","40","5","20","6","Baik","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"12:00","36","53","40","5","20","6","Baik","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"13:00","35","52","39","5","19","6","Baik","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"14:00","34","51","38","5","19","6","Baik","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"15:00","34","50","37","6","18","5","Baik","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"16:00","33","49","36","6","18","5","Baik","Baik","Baik","Baik","Baik","Baik","pm25","Baik"
"17:00","32","48","36","6","18","5","Baik","Baik","Baik","Baik","Baik","Baik","pm25","Baik"
"18:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"19:00","30","47","36","7","16","5","Baik","Baik","Baik","Baik","Baik","Baik","pm25","Baik"
"20:00","29","48","36","7","16","4","Baik","Baik","Baik","Baik","Baik","Baik","pm25","Baik"
"21:00","28","48","36","8","15","4","Baik","Baik","Baik","Baik","Baik","Baik","pm25","Baik"
"22:00","28","49","36","8","15","4","Baik","Baik","Baik","Baik","Baik","Baik","pm25","Baik"
"23:00","27","50","36","9","14","4","Baik","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
