"Waktu","ISPU PM10","ISPU PM2.5","ISPU SO2","ISPU CO","ISPU O3","ISPU NO2","Status By PM10","Status By PM2.5","Status By SO2","Status By CO","Status By O3","Status By NO2","Critical Parameter","Overall ISPU Status"
"00:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"01:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"02:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"03:00","54","78","33","6","40","31","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"04:00","54","78","33","6","41","31","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"05:00","54","78","33","6","41","31","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"06:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"07:00","54","77","33","6","43","30","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"08:00","54","76","33","6","43","30","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"09:00","54","76","33","6","42","30","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"10:00","54","76","33","6","41","31","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"11:00","54","77","33","6","41","31","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"12:00","54","77","34","6","37","31","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"13:00","54","76","34","6","34","31","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"14:00","54","75","34","6","32","32","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"15:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"16:00","54","75","35","6","30","33","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"17:00","54","75","34","7","29","33","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"18:00","54","76","33","7","28","33","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"19:00","54","76","33","7","27","33","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"20:00","53","76","32","7","27","33","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"21:00","53","75","34","7","26","33","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"22:00","53","76","35","8","26","34","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"23:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
