"Waktu","ISPU PM10","ISPU PM2.5","ISPU SO2","ISPU CO","ISPU O3","ISPU NO2","Status By PM10","Status By PM2.5","Status By SO2","Status By CO","Status By O3","Status By NO2","Critical Parameter","Overall ISPU Status"
"00:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"01:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"02:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"03:00","55","73","11","21","30","31","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"04:00","55","72","11","21","30","30","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"05:00","54","70","11","20","32","29","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"06:00","54","69","11","20","33","29","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"07:00","54","69","11","20","35","29","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"08:00","53","69","11","20","36","30","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"09:00","53","70","11","21","36","31","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"10:00","53","71","11","21","37","32","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"11:00","53","71","10","21","36","33","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"12:00","52","70","10","22","36","34","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"13:00","52","70","10","22","35","34","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"14:00","52","70","10","22","36","35","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"15:00","52","70","10","22","35","36","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"16:00","52","69","10","22","34","36","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"17:00","52","69","10","22","34","37","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"18:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"19:00","52","70","10","23","33","38","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"20:00","52","70","10","24","33","38","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"21:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"22:00","52","71","10","24","32","39","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"23:00","52","71","10","25","32","40","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
