"Waktu","ISPU PM10","ISPU PM2.5","ISPU SO2","ISPU CO","ISPU O3","ISPU NO2","Status By PM10","Status By PM2.5","Status By SO2","Status By CO","Status By O3","Status By NO2","Critical Parameter","Overall ISPU Status"
"00:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"01:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"02:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"03:00","51","62","12","29","22","31","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"04:00","50","62","12","29","22","32","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"05:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"06:00","48","61","12","30","23","33","Baik","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"07:00","46","60","12","30","23","33","Baik","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"08:00","45","59","11","31","0","33","Baik","Sedang","Baik","Baik","-","Baik","pm25","Sedang"
"09:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"10:00","0","0","0","0","0","0","-","-","-","-","-","-","-","-"
"11:00","0","0","0","0","0","0","-","-","-","-","-","-","-","-"
"12:00","51","71","11","34","22","34","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"13:00","51","72","11","34","22","34","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"14:00","52","73","11","34","22","34","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"15:00","53","74","11","34","22","34","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"16:00","53","75","10","34","21","35","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"17:00","54","75","10","34","21","35","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"18:00","54","75","10","34","22","35","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"19:00","55","77","10","33","22","36","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"20:00","55","78","10","33","22","36","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"21:00","56","78","10","32","23","36","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"22:00","56","77","10","31","23","36","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"23:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
