"Waktu","ISPU PM10","ISPU PM2.5","ISPU SO2","ISPU CO","ISPU O3","ISPU NO2","Status By PM10","Status By PM2.5","Status By SO2","Status By CO","Status By O3","Status By NO2","Critical Parameter","Overall ISPU Status"
"00:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"01:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"02:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"03:00","51","83","42","16","31","27","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"04:00","52","82","42","16","30","27","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"05:00","53","81","42","16","29","26","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"06:00","54","80","42","16","29","26","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"07:00","54","79","42","15","28","26","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"08:00","55","78","42","15","28","26","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"09:00","55","77","42","16","28","25","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"10:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"11:00","55","78","42","16","30","25","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"12:00","55","79","42","16","31","25","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"13:00","54","79","43","16","30","24","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"14:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"15:00","54","80","43","16","32","24","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"16:00","54","80","43","16","32","24","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"17:00","54","81","43","16","30","24","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"18:00","55","80","43","16","30","24","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"19:00","55","79","43","17","30","24","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"20:00","56","80","43","17","31","24","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"21:00","56","81","43","16","31","24","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"22:00","57","82","43","16","33","23","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"23:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
