"Waktu","ISPU PM10","ISPU PM2.5","ISPU SO2","ISPU CO","ISPU O3","ISPU NO2","Status By PM10","Status By PM2.5","Status By SO2","Status By CO","Status By O3","Status By NO2","Critical Parameter","Overall ISPU Status"
"00:00","54","66","51","5","29","21","Sedang","Sedang","Sedang","Baik","Baik","Baik","pm25","Sedang"
"01:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"02:00","53","62","50","5","28","20","Sedang","Sedang","Sedang","Baik","Baik","Baik","pm25","Sedang"
"03:00","52","60","48","5","29","20","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"04:00","52","59","47","5","29","19","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"05:00","51","58","45","5","29","19","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"06:00","51","58","44","5","29","18","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"07:00","50","58","44","5","29","18","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"08:00","48","57","44","5","29","18","Baik","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"09:00","47","57","43","5","29","17","Baik","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"10:00","47","57","44","5","29","17","Baik","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"11:00","46","57","44","5","29","16","Baik","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"12:00","46","58","44","5","29","16","Baik","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"13:00","45","58","45","6","28","17","Baik","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"14:00","45","58","45","6","28","17","Baik","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"15:00","45","59","45","6","27","17","Baik","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"16:00","45","60","46","6","26","17","Baik","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"17:00","45","61","46","6","25","17","Baik","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"18:00","45","61","46","6","25","17","Baik","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"19:00","45","61","46","6","24","16","Baik","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"20:00","45","60","45","6","23","15","Baik","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"21:00","44","59","45","5","22","14","Baik","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"22:00","44","58","45","5","22","13","Baik","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"23:00","43","56","45","4","21","13","Baik","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
