"Waktu","ISPU PM10","ISPU PM2.5","ISPU SO2","ISPU CO","ISPU O3","ISPU NO2","Status By PM10","Status By PM2.5","Status By SO2","Status By CO","Status By O3","Status By NO2","Critical Parameter","Overall ISPU Status"
"00:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"01:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"02:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"03:00","39","56","51","7","24","26","Baik","Sedang","Sedang","Baik","Baik","Baik","pm25","Sedang"
"04:00","39","54","51","7","24","26","Baik","Sedang","Sedang","Baik","Baik","Baik","pm25","Sedang"
"05:00","38","54","51","7","24","26","Baik","Sedang","Sedang","Baik","Baik","Baik","pm25","Sedang"
"06:00","38","54","51","7","24","27","Baik","Sedang","Sedang","Baik","Baik","Baik","pm25","Sedang"
"07:00","38","54","51","7","24","27","Baik","Sedang","Sedang","Baik","Baik","Baik","pm25","Sedang"
"08:00","37","55","51","7","24","27","Baik","Sedang","Sedang","Baik","Baik","Baik","pm25","Sedang"
"09:00","37","56","51","7","24","27","Baik","Sedang","Sedang","Baik","Baik","Baik","pm25","Sedang"
"10:00","38","55","51","7","24","28","Baik","Sedang","Sedang","Baik","Baik","Baik","pm25","Sedang"
"11:00","38","54","51","7","24","27","Baik","Sedang","Sedang","Baik","Baik","Baik","pm25","Sedang"
"12:00","38","54","51","7","25","27","Baik","Sedang","Sedang","Baik","Baik","Baik","pm25","Sedang"
"13:00","39","53","51","7","25","28","Baik","Sedang","Sedang","Baik","Baik","Baik","pm25","Sedang"
"14:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"15:00","39","52","51","7","26","28","Baik","Sedang","Sedang","Baik","Baik","Baik","pm25","Sedang"
"16:00","39","52","51","7","25","28","Baik","Sedang","Sedang","Baik","Baik","Baik","pm25","Sedang"
"17:00","38","52","51","8","25","29","Baik","Sedang","Sedang","Baik","Baik","Baik","pm25","Sedang"
"18:00","38","51","51","8","25","29","Baik","Sedang","Sedang","Baik","Baik","Baik","pm25","Sedang"
"19:00","37","51","51","8","25","29","Baik","Sedang","Sedang","Baik","Baik","Baik","pm25","Sedang"
"20:00","37","50","51","8","26","28","Baik","Sedang","Sedang","Baik","Baik","Baik","so2","Sedang"
"21:00","36","49","51","8","26","28","Baik","Baik","Sedang","Baik","Baik","Baik","so2","Sedang"
"22:00","36","47","51","8","26","27","Baik","Baik","Sedang","Baik","Baik","Baik","so2","Sedang"
"23:00","35","46","51","8","26","27","Baik","Baik","Sedang","Baik","Baik","Baik","so2","Sedang"
