"Waktu","ISPU PM10","ISPU PM2.5","ISPU SO2","ISPU CO","ISPU O3","ISPU NO2","Status By PM10","Status By PM2.5","Status By SO2","Status By CO","Status By O3","Status By NO2","Critical Parameter","Overall ISPU Status"
"00:00","-",48.6021505376344,"-","-","-","-","-","Baik","-","-","-","-","pm25","Baik"
"01:00","-",48.7567204301075,"-","-","-","-","-","Baik","-","-","-","-","pm25","Baik"
"02:00","-",48.929211469534,"-","-","-","-","-","Baik","-","-","-","-","pm25","Baik"
"03:00","-",49.1129032258064,"-","-","-","-","-","Baik","-","-","-","-","pm25","Baik"
"04:00","-",49.3037634408602,"-","-","-","-","-","Baik","-","-","-","-","pm25","Baik"
"05:00","-",49.4422043010752,"-","-","-","-","-","Baik","-","-","-","-","pm25","Baik"
"06:00","-",49.5756528417818,"-","-","-","-","-","Baik","-","-","-","-","pm25","Baik"
"07:00","-",49.7412634408602,"-","-","-","-","-","Baik","-","-","-","-","pm25","Baik"
"08:00","-",49.868578255675,"-","-","-","-","-","Baik","-","-","-","-","pm25","Baik"
"09:00","-",49.9166666666666,"-","-","-","-","-","Baik","-","-","-","-","pm25","Baik"
"10:00","-",49.8521505376344,"-","-","-","-","-","Baik","-","-","-","-","pm25","Baik"
"11:00","-",49.6998207885305,"-","-","-","-","-","Baik","-","-","-","-","pm25","Baik"
"12:00","-",49.4840777502068,"-","-","-","-","-","Baik","-","-","-","-","pm25","Baik"
"13:00","-",49.3500384024578,"-","-","-","-","-","Baik","-","-","-","-","pm25","Baik"
"14:00","-",49.3790322580646,"-","-","-","-","-","Baik","-","-","-","-","pm25","Baik"
"15:00","-",49.4976478494624,"-","-","-","-","-","Baik","-","-","-","-","pm25","Baik"
"16:00","-",49.599146110057,"-","-","-","-","-","Baik","-","-","-","-","pm25","Baik"
"17:00","-",49.6542712066906,"-","-","-","-","-","Baik","-","-","-","-","pm25","Baik"
"18:00","-",49.6441709111489,"-","-","-","-","-","Baik","-","-","-","-","pm25","Baik"
"19:00","-",49.5900537634409,"-","-","-","-","-","Baik","-","-","-","-","pm25","Baik"
"20:00","-",49.5033282130057,"-","-","-","-","-","Baik","-","-","-","-","pm25","Baik"
"21:00","-",49.403714565005,"-","-","-","-","-","Baik","-","-","-","-","pm25","Baik"
"22:00","-",49.2771154745209,"-","-","-","-","-","Baik","-","-","-","-","pm25","Baik"
"23:00","-",49.1577060931901,"-","-","-","-","-","Baik","-","-","-","-","pm25","Baik"
