"Waktu","ISPU PM10","ISPU PM2.5","ISPU SO2","ISPU CO","ISPU O3","ISPU NO2","Status By PM10","Status By PM2.5","Status By SO2","Status By CO","Status By O3","Status By NO2","Critical Parameter","Overall ISPU Status"
"00:00","-",90.6746031746032,"-","-","-","-","-","Sedang","-","-","-","-","pm25","Sedang"
"01:00","-",90.7137635756057,"-","-","-","-","-","Sedang","-","-","-","-","pm25","Sedang"
"02:00","-",90.7076719576719,"-","-","-","-","-","Sedang","-","-","-","-","pm25","Sedang"
"03:00","-",90.6680764411028,"-","-","-","-","-","Sedang","-","-","-","-","pm25","Sedang"
"04:00","-",90.5670426065163,"-","-","-","-","-","Sedang","-","-","-","-","pm25","Sedang"
"05:00","-",90.338693957115,"-","-","-","-","-","Sedang","-","-","-","-","pm25","Sedang"
"06:00","-",90.0517663205634,"-","-","-","-","-","Sedang","-","-","-","-","pm25","Sedang"
"07:00","-",89.7465016708438,"-","-","-","-","-","Sedang","-","-","-","-","pm25","Sedang"
"08:00","-",89.4655620532814,"-","-","-","-","-","Sedang","-","-","-","-","pm25","Sedang"
"09:00","-",89.2293233082707,"-","-","-","-","-","Sedang","-","-","-","-","pm25","Sedang"
"10:00","-",88.9757537783854,"-","-","-","-","-","Sedang","-","-","-","-","pm25","Sedang"
"11:00","-",88.6817738791423,"-","-","-","-","-","Sedang","-","-","-","-","pm25","Sedang"
"12:00","-",88.3338153074995,"-","-","-","-","-","Sedang","-","-","-","-","pm25","Sedang"
"13:00","-",87.9389694474281,"-","-","-","-","-","Sedang","-","-","-","-","pm25","Sedang"
"14:00","-",87.5114870509607,"-","-","-","-","-","Sedang","-","-","-","-","pm25","Sedang"
"15:00","-",87.0813100459482,"-","-","-","-","-","Sedang","-","-","-","-","pm25","Sedang"
"16:00","-",86.6783994299474,"-","-","-","-","-","Sedang","-","-","-","-","pm25","Sedang"
"17:00","-",86.3025619604567,"-","-","-","-","-","Sedang","-","-","-","-","pm25","Sedang"
"18:00","-",85.9676603790177,"-","-","-","-","-","Sedang","-","-","-","-","pm25","Sedang"
"19:00","-",85.6631161236425,"-","-","-","-","-","Sedang","-","-","-","-","pm25","Sedang"
"20:00","-",85.3900624577316,"-","-","-","-","-","Sedang","-","-","-","-","pm25","Sedang"
"21:00","-",85.1461038961039,"-","-","-","-","-","Sedang","-","-","-","-","pm25","Sedang"
"22:00","-",84.9340289128619,"-","-","-","-","-","Sedang","-","-","-","-","pm25","Sedang"
"23:00","-",84.7733483013088,"-","-","-","-","-","Sedang","-","-","-","-","pm25","Sedang"
