"Waktu","ISPU PM10","ISPU PM2.5","ISPU SO2","ISPU CO","ISPU O3","ISPU NO2","Status By PM10","Status By PM2.5","Status By SO2","Status By CO","Status By O3","Status By NO2","Critical Parameter","Overall ISPU Status"
"00:00","-",92.7005012531328,"-","-","-","-","-","Sedang","-","-","-","-","pm25","Sedang"
"01:00","-",92.7396616541353,"-","-","-","-","-","Sedang","-","-","-","-","pm25","Sedang"
"02:00","-",92.6900584795322,"-","-","-","-","-","Sedang","-","-","-","-","pm25","Sedang"
"03:00","-",92.4172410192147,"-","-","-","-","-","Sedang","-","-","-","-","pm25","Sedang"
"04:00","-",91.9454887218045,"-","-","-","-","-","Sedang","-","-","-","-","pm25","Sedang"
"05:00","-",91.3246658312448,"-","-","-","-","-","Sedang","-","-","-","-","pm25","Sedang"
"06:00","-",90.6417830290011,"-","-","-","-","-","Sedang","-","-","-","-","pm25","Sedang"
"07:00","-",90.0049603174603,"-","-","-","-","-","Sedang","-","-","-","-","pm25","Sedang"
"08:00","-",89.4307528079458,"-","-","-","-","-","Sedang","-","-","-","-","pm25","Sedang"
"09:00","-",88.9776524644946,"-","-","-","-","-","Sedang","-","-","-","-","pm25","Sedang"
"10:00","-",88.6097820308346,"-","-","-","-","-","Sedang","-","-","-","-","pm25","Sedang"
"11:00","-",88.2914752158173,"-","-","-","-","-","Sedang","-","-","-","-","pm25","Sedang"
"12:00","-",87.9884004884004,"-","-","-","-","-","Sedang","-","-","-","-","pm25","Sedang"
"13:00","-",87.7002774794128,"-","-","-","-","-","Sedang","-","-","-","-","pm25","Sedang"
"14:00","-",87.4237677527151,"-","-","-","-","-","Sedang","-","-","-","-","pm25","Sedang"
"15:00","-",87.1720316416039,"-","-","-","-","-","Sedang","-","-","-","-","pm25","Sedang"
"16:00","-",86.9449972971643,"-","-","-","-","-","Sedang","-","-","-","-","pm25","Sedang"
"17:00","-",86.7246240601502,"-","-","-","-","-","Sedang","-","-","-","-","pm25","Sedang"
"18:00","-",86.4963944950092,"-","-","-","-","-","Sedang","-","-","-","-","pm25","Sedang"
"19:00","-",86.2609649122805,"-","-","-","-","-","Sedang","-","-","-","-","pm25","Sedang"
"20:00","-",86.0370171460394,"-","-","-","-","-","Sedang","-","-","-","-","pm25","Sedang"
"21:00","-",85.8298682311838,"-","-","-","-","-","Sedang","-","-","-","-","pm25","Sedang"
"22:00","-",85.6277923068538,"-","-","-","-","-","Sedang","-","-","-","-","pm25","Sedang"
"23:00","-",85.4484301030351,"-","-","-","-","-","Sedang","-","-","-","-","pm25","Sedang"
