"Waktu","ISPU PM10","ISPU PM2.5","ISPU SO2","ISPU CO","ISPU O3","ISPU NO2","Status By PM10","Status By PM2.5","Status By SO2","Status By CO","Status By O3","Status By NO2","Critical Parameter","Overall ISPU Status"
"00:00","-",78.3991228070175,"-","-","-","-","-","Sedang","-","-","-","-","pm25","Sedang"
"01:00","-",78.3521303258145,"-","-","-","-","-","Sedang","-","-","-","-","pm25","Sedang"
"02:00","-",78.2772904483431,"-","-","-","-","-","Sedang","-","-","-","-","pm25","Sedang"
"03:00","-",78.1393588137009,"-","-","-","-","-","Sedang","-","-","-","-","pm25","Sedang"
"04:00","-",78.0137844611529,"-","-","-","-","-","Sedang","-","-","-","-","pm25","Sedang"
"05:00","-",77.8926482873851,"-","-","-","-","-","Sedang","-","-","-","-","pm25","Sedang"
"06:00","-",77.765843179377,"-","-","-","-","-","Sedang","-","-","-","-","pm25","Sedang"
"07:00","-",77.5826284461153,"-","-","-","-","-","Sedang","-","-","-","-","pm25","Sedang"
"08:00","-",77.3850134595748,"-","-","-","-","-","Sedang","-","-","-","-","pm25","Sedang"
"09:00","-",77.2096908939014,"-","-","-","-","-","Sedang","-","-","-","-","pm25","Sedang"
"10:00","-",77.0477329687856,"-","-","-","-","-","Sedang","-","-","-","-","pm25","Sedang"
"11:00","-",76.8892717905876,"-","-","-","-","-","Sedang","-","-","-","-","pm25","Sedang"
"12:00","-",76.7584024162972,"-","-","-","-","-","Sedang","-","-","-","-","pm25","Sedang"
"13:00","-",76.6652494331066,"-","-","-","-","-","Sedang","-","-","-","-","pm25","Sedang"
"14:00","-",76.5980924533556,"-","-","-","-","-","Sedang","-","-","-","-","pm25","Sedang"
"15:00","-",76.5455304928989,"-","-","-","-","-","Sedang","-","-","-","-","pm25","Sedang"
"16:00","-",76.5323234556981,"-","-","-","-","-","Sedang","-","-","-","-","pm25","Sedang"
"17:00","-",76.582407294338,"-","-","-","-","-","Sedang","-","-","-","-","pm25","Sedang"
"18:00","-",76.6897929149585,"-","-","-","-","-","Sedang","-","-","-","-","pm25","Sedang"
"19:00","-",76.8516756025084,"-","-","-","-","-","Sedang","-","-","-","-","pm25","Sedang"
"20:00","-",77.0222621330655,"-","-","-","-","-","Sedang","-","-","-","-","pm25","Sedang"
"21:00","-",77.1944481085756,"-","-","-","-","-","Sedang","-","-","-","-","pm25","Sedang"
"22:00","-",77.3657307109582,"-","-","-","-","-","Sedang","-","-","-","-","pm25","Sedang"
"23:00","-",77.5378226588369,"-","-","-","-","-","Sedang","-","-","-","-","pm25","Sedang"
