tanggal,ISPU PM2.5,kategori_pm25,bulan,hari_minggu,temp,humidity,visibility,windgust,solarenergy,precip,cloudcover,tempmax,feelslike,uvindex,precipprob,tempmin,sealevelpressure,winddir_sin,winddir_cos,pm25_std,pm25_max,n_obs,station_bundaran hi,station_jagakarsa,station_kebun jeruk,station_kelapa gading,station_lubang buaya,station_us embassy 1,station_us embassy 2
2022-01-13,49.916666666666664,Baik,1,3,27.1,85.4,6.2,27.4,11.3,0.752,56.2,30.8,30.2,6,100,24.0,1011.0,-0.7615383075367371,0.6481199010631304,0.9962049198956232,51.0,12,1,0,0,0,0,0,0
2022-01-14,46.916666666666664,Baik,1,4,26.8,86.9,5.7,28.8,19.4,13.302,58.5,29.0,29.5,8,100,24.0,1010.8,-0.8161375900801604,0.5778576243835051,4.440686542607681,51.0,12,1,0,0,0,0,0,0
2022-01-15,52.75,Sedang,1,5,26.9,87.1,5.8,30.2,14.5,3.657,65.4,29.0,29.7,6,100,24.0,1010.7,-0.9225380894562464,0.38590604232431863,0.4522670168666455,53.0,12,1,0,0,0,0,0,0
2022-01-18,51.06666666666667,Sedang,1,1,26.1,91.9,5.1,40.7,13.8,163.023,73.0,28.2,27.4,5,100,24.0,1009.5,-0.8131007610470274,0.5821229701572896,14.169719559008652,57.0,15,1,0,0,0,0,0,0
2022-01-19,39.6875,Baik,1,2,27.0,85.5,5.9,55.4,20.2,53.715,71.4,30.6,29.4,8,100,24.0,1008.7,-0.9163627295622396,0.4003490325568949,12.18588664535057,52.0,16,1,0,0,0,0,0,0
2022-01-20,48.63157894736842,Baik,1,3,25.8,86.8,6.2,31.3,7.2,0.154,58.5,29.8,26.6,4,100,24.0,1009.6,-0.9342044743210293,-0.35673799931962574,6.001949001188318,56.0,19,1,0,0,0,0,0,0
2022-01-21,42.38461538461539,Baik,1,4,27.4,81.8,6.3,33.5,20.6,0.511,54.0,31.0,30.2,8,100,24.0,1009.3,-0.9588197348681932,0.2840153447039223,6.958669191955956,55.0,13,1,0,0,0,0,0,0
2022-01-22,48.84615384615385,Baik,1,5,27.2,84.8,5.9,21.2,8.4,8.921,57.2,30.8,29.9,6,100,24.0,1009.5,-0.9912155402515417,0.13225639025712288,9.29915904662131,58.0,13,1,0,0,0,0,0,0
2022-01-23,51.25,Sedang,1,6,29.0,75.9,6.5,27.7,20.6,0.0,46.6,33.3,32.8,8,0,25.0,1008.5,-0.9907478404714436,0.1357155724343046,2.206052281036579,54.0,16,1,0,0,0,0,0,0
2022-01-26,48.416666666666664,Baik,1,2,27.3,86.7,6.3,28.4,16.1,0.753,60.1,30.0,29.9,7,100,24.8,1008.7,-0.9879598657693892,0.15471038629946715,2.678477631835372,50.0,12,1,0,0,0,0,0,0
2022-01-27,53.416666666666664,Sedang,1,3,28.2,80.1,6.3,31.7,21.6,0.006,49.3,32.6,31.5,9,100,24.2,1009.1,-0.8201518758737726,0.5721458734455156,0.6685579234215224,54.0,12,1,0,0,0,0,0,0
2022-01-28,57.88235294117647,Sedang,1,4,27.5,83.0,6.0,30.2,19.9,4.923,49.9,32.8,30.0,9,100,25.0,1009.6,-0.9989705697907146,0.04536298812925432,0.9275204136012659,59.0,17,1,0,0,0,0,0,0
2022-01-29,81.10526315789474,Sedang,1,5,27.8,81.1,5.5,23.0,17.4,0.0,46.2,31.8,30.8,7,0,24.2,1009.5,-0.6320293026648511,0.7749444887041794,7.837904601231873,87.0,19,1,0,0,0,0,0,0
2022-01-30,91.0,Sedang,1,6,28.0,79.9,5.1,23.4,21.2,0.001,51.1,31.8,31.4,9,100,25.0,1009.2,-0.9163627295622396,0.4003490325568949,6.046119049072352,103.0,19,1,0,0,0,0,0,0
2022-01-31,91.78571428571429,Sedang,1,0,28.4,77.5,5.9,29.5,17.4,0.0,54.4,31.8,31.8,8,0,25.0,1009.1,-0.6959127965923145,0.7181262977631886,16.211005622622658,111.0,14,1,0,0,0,0,0,0
2022-02-01,54.833333333333336,Sedang,2,1,28.3,81.1,5.8,23.8,24.3,0.003,53.6,31.8,32.2,9,100,25.2,1008.5,-0.6755902076156605,0.7372773368101239,3.3799766898963117,62.0,12,1,0,0,0,0,0,0
2022-02-03,53.6,Sedang,2,3,28.7,78.7,6.1,21.6,16.3,1.034,45.7,32.3,32.7,6,100,25.2,1009.1,-0.3023698907504451,0.9531906677929468,2.0875571218153772,56.0,20,1,0,0,0,0,0,0
2022-02-04,46.35,Baik,2,4,26.9,86.9,5.3,27.4,21.5,101.867,67.5,31.0,29.2,9,100,24.0,1008.3,-0.9211854055657213,0.38912395014020607,6.417697570411304,55.0,20,1,0,0,0,0,0,0
2022-02-05,57.57142857142857,Sedang,2,5,26.2,89.6,6.0,29.9,11.2,42.914,61.4,29.1,27.9,6,100,24.0,1008.7,-0.9659258262890683,-0.25881904510252063,2.158041440089338,60.0,21,1,0,0,0,0,0,0
2022-02-06,23.842105263157894,Baik,2,6,27.6,82.4,6.3,50.4,15.9,0.083,59.6,31.0,30.4,7,100,24.8,1008.1,-0.9488760116444968,0.3156490369471019,25.83336162986566,52.0,19,1,0,0,0,0,0,0
2022-02-07,35.526315789473685,Baik,2,0,27.7,83.7,5.9,31.0,16.7,12.731,63.1,31.0,30.4,7,100,25.0,1008.3,-0.5150380749100545,0.8571673007021121,1.3067525929499009,37.0,19,1,0,0,0,0,0,0
2022-02-08,53.9,Sedang,2,1,26.4,91.9,5.2,29.2,16.9,68.18,68.6,27.7,27.7,7,100,25.2,1009.3,0.4162807922604012,-0.9092361090470685,5.5336292459451,60.0,20,1,0,0,0,0,0,0
2022-02-09,67.0952380952381,Sedang,2,2,27.3,83.2,5.8,68.4,19.6,1.243,61.4,31.0,29.5,8,100,24.9,1009.3,-0.9902680687415704,0.13917310096006547,1.4800257398019174,70.0,21,1,0,0,0,0,0,0
2022-02-10,26.095238095238095,Baik,2,3,27.2,80.6,6.2,44.6,11.1,0.006,61.1,30.6,29.5,5,100,24.0,1008.2,-0.9727758782093966,-0.23174790349415716,18.162887330776357,56.0,21,1,0,0,0,0,0,0
2022-02-11,54.35,Sedang,2,4,27.5,81.2,5.9,35.3,23.2,0.388,56.2,30.0,30.5,9,100,24.0,1007.6,-0.9964928592495044,0.08367784333231543,23.817894643800024,71.0,20,1,0,0,0,0,0,0
2022-02-12,61.68421052631579,Sedang,2,5,27.9,82.8,5.8,31.3,17.7,0.0,58.8,30.0,31.7,9,0,25.2,1006.7,-0.9238795325112866,0.38268343236509,2.561523669375696,66.0,19,1,0,0,0,0,0,0
2022-02-13,66.57142857142857,Sedang,2,6,27.1,85.3,5.6,28.1,15.9,0.006,60.1,30.6,29.4,9,100,24.2,1006.6,-0.9121201161722733,0.4099230338415721,1.5991068935949369,70.0,21,1,0,0,0,0,0,0
2022-02-14,65.16666666666667,Sedang,2,0,26.4,85.9,5.6,21.6,16.4,23.555,52.5,29.8,27.8,8,100,24.2,1008.0,-0.7996846584870905,-0.6004202253258841,30.723147050813036,90.0,18,1,0,0,0,0,0,0
2022-02-15,66.52941176470588,Sedang,2,1,27.5,82.8,5.5,20.9,17.2,2.107,54.2,33.6,30.1,7,100,24.7,1007.9,-0.7869350219613372,0.6170358751407488,38.60070861891466,94.0,17,1,0,0,0,0,0,0
2022-02-16,73.1,Sedang,2,2,28.2,80.0,5.6,23.4,22.2,47.031,54.4,32.8,30.8,9,100,24.2,1006.4,0.36974675727382933,0.9291325715340562,6.560648234980891,87.0,20,1,0,0,0,0,0,0
2022-02-17,68.0,Sedang,2,3,27.4,83.8,5.7,28.1,18.2,0.031,56.2,30.8,30.3,7,100,24.0,1006.7,-0.9952273999818312,-0.09758289975914979,1.9215378456610497,71.0,14,1,0,0,0,0,0,0
2022-02-24,48.23529411764706,Baik,2,3,27.8,73.4,6.7,35.3,12.1,3.036,53.9,32.6,29.5,6,100,23.0,1010.4,-0.960293685676943,-0.2789911060392296,13.62685497356555,64.0,17,1,0,0,0,0,0,0
2022-02-25,41.45454545454545,Baik,2,4,26.8,80.2,6.3,31.7,10.3,3.025,59.8,29.8,28.2,5,100,24.0,1010.3,-0.9184463813430873,-0.3955455025629647,3.826315805143725,47.0,22,1,0,0,0,0,0,0
2022-02-26,34.0,Baik,2,5,26.9,81.5,6.5,61.2,13.9,0.061,56.4,31.0,28.6,7,100,24.7,1009.8,-0.9531906677929468,-0.30236989075044507,4.611199181854633,40.0,20,1,0,0,0,0,0,0
2022-02-27,37.785714285714285,Baik,2,6,27.1,82.4,6.7,43.6,18.4,1.162,45.4,30.6,29.2,8,100,24.0,1009.6,-0.9935718556765875,-0.11320321376790694,3.49017459181037,42.0,14,1,0,0,0,0,0,0
2022-02-28,32.666666666666664,Baik,2,0,27.5,82.4,6.6,38.2,19.1,3.78,54.4,30.5,30.3,9,100,25.0,1008.9,-0.9862856015372313,-0.16504760586067815,3.0055504210266246,37.0,21,1,0,0,0,0,0,0
2022-03-01,36.75,Baik,3,1,25.9,89.1,5.7,40.3,16.2,16.326,66.1,29.0,27.3,8,100,23.2,1009.4,-0.9755345439458567,-0.21984620435283725,1.9967078166980665,41.0,20,1,0,0,0,0,0,0
2022-03-02,36.31578947368421,Baik,3,2,27.4,83.5,6.5,57.6,17.2,6.232,50.5,31.1,29.9,6,100,24.0,1008.9,-0.9947028171171742,-0.1027925367872468,4.726434309979319,44.0,19,1,0,0,0,0,0,0
2022-03-03,36.15,Baik,3,3,28.2,78.5,6.8,34.2,20.9,0.006,48.9,32.8,31.6,9,100,24.0,1008.3,-0.9865721616069695,0.16332596224162163,3.7314453246063133,44.0,20,1,0,0,0,0,0,0
2022-03-04,40.142857142857146,Baik,3,4,28.0,80.0,6.3,35.3,9.7,3.316,63.0,31.8,31.1,4,100,24.0,1009.3,-0.9943379441332045,0.1062640713362335,4.475329197787737,47.0,21,1,0,0,0,0,0,0
2022-03-05,51.526315789473685,Sedang,3,5,27.3,81.9,6.3,66.6,17.4,12.151,54.8,32.8,29.5,9,100,24.0,1009.0,-0.887815385136401,-0.4601997847838522,3.8350491964486313,56.0,19,1,0,0,0,0,0,0
2022-03-06,38.38095238095238,Baik,3,6,27.4,81.5,6.4,51.8,17.7,0.63,61.6,31.8,29.9,8,100,25.0,1008.7,-0.9402881270104186,-0.34037955021305083,22.012442368978935,52.0,21,1,0,0,0,0,0,0
2022-03-07,5.277777777777778,Baik,3,0,28.6,74.2,6.9,23.8,15.9,0.002,56.3,32.6,31.2,8,100,26.0,1008.3,-0.9055687990111394,-0.4241994227453906,7.880023555918475,21.0,18,1,0,0,0,0,0,0
2022-03-08,37.6,Baik,3,1,27.8,82.1,6.4,37.1,18.6,0.585,61.2,32.8,30.6,8,100,24.4,1007.8,-0.9598052919751868,-0.28066670892078804,11.953418361553142,52.0,20,1,0,0,0,0,0,0
2022-03-09,63.73684210526316,Sedang,3,2,27.6,83.9,6.3,25.2,19.7,0.0,51.6,31.8,30.2,9,0,25.0,1007.8,-0.9937679191605965,-0.11146893220632492,5.47562381289574,73.0,19,1,0,0,0,0,0,0
2022-03-10,77.05263157894737,Sedang,3,3,28.0,81.5,6.2,26.3,21.9,0.082,48.9,32.2,31.4,9,100,25.0,1007.2,-0.9854078984834902,0.1702094991660324,2.2478059477960692,80.0,19,1,0,0,0,0,0,0
2022-03-11,90.6,Sedang,3,4,28.0,83.3,5.5,28.1,16.5,8.067,56.1,31.8,31.5,8,100,25.2,1006.5,-0.9997014897811831,0.024432178152652338,3.152275702609652,95.0,20,1,0,0,0,0,0,0
2022-03-12,51.578947368421055,Sedang,3,5,27.2,87.4,6.1,36.7,14.4,34.203,51.5,31.8,29.6,6,100,25.0,1006.4,-0.9905094632383089,-0.13744454603714626,10.420683436073361,71.0,19,1,0,0,0,0,0,0
2022-03-13,54.42857142857143,Sedang,3,6,27.9,84.8,6.6,30.2,19.9,2.997,54.6,32.0,31.0,8,100,25.0,1007.0,-0.7682835235935234,0.6401096994849556,2.1810875399999086,58.0,21,1,0,0,0,0,0,0
2022-03-14,69.25,Sedang,3,0,28.7,82.1,5.9,46.4,20.3,3.309,53.0,33.8,33.0,9,100,26.0,1007.3,-0.9914448613738104,-0.13052619222005163,6.616367265310606,78.0,20,1,0,0,0,0,0,0
2022-03-15,70.26315789473684,Sedang,3,1,26.7,89.1,5.4,18.4,11.8,5.906,63.5,29.6,28.6,6,100,25.0,1007.0,-0.8616291604415258,-0.5075383629607041,3.106303720986985,76.0,19,1,0,0,0,0,0,0
2022-03-16,62.7,Sedang,3,2,28.4,79.9,5.5,23.8,23.0,0.011,48.5,33.0,32.0,9,100,24.0,1006.8,0.5764323161697933,0.8171448983351285,2.4942038071454675,71.0,20,1,0,0,0,0,0,0
2022-03-17,96.23809523809524,Sedang,3,3,28.7,82.9,4.8,24.5,22.2,0.685,56.5,32.6,33.7,9,100,26.0,1006.9,-0.999194395114446,-0.04013179253256008,5.175951718329311,102.0,21,1,0,0,0,0,0,0
2022-03-18,84.47619047619048,Sedang,3,4,28.3,82.9,5.4,24.1,21.7,0.0,51.6,32.8,32.3,9,0,25.0,1006.9,-0.9211854055657211,-0.3891239501402064,5.01616434757723,92.0,21,1,0,0,0,0,0,0
2022-03-19,30.31578947368421,Baik,3,5,29.1,75.9,6.9,33.1,21.6,0.0,49.4,33.8,33.1,8,0,25.8,1006.9,-0.9304175679820246,-0.3665012267242972,32.95628861180104,69.0,19,1,0,0,0,0,0,0
2022-03-20,42.25,Baik,3,6,29.4,70.9,7.1,46.4,21.0,0.0,44.3,34.8,33.0,9,0,25.5,1007.9,-0.946085358827545,-0.32391741819815034,10.269397563430365,48.0,20,1,0,0,0,0,0,0
2022-03-21,22.333333333333332,Baik,3,0,29.0,73.1,7.2,40.7,22.2,0.0,47.6,33.2,32.5,9,0,26.0,1008.9,-0.923210217112981,-0.3842953226598034,15.19320023343776,39.0,21,1,0,0,0,0,0,0
2022-03-22,19.58823529411765,Baik,3,1,28.6,77.2,6.6,32.4,20.2,1.942,46.9,32.8,32.6,9,100,25.2,1009.1,-0.9998157121216442,0.019197442399690064,13.134205455267423,30.0,17,1,0,0,0,0,0,0
2022-03-23,52.55,Sedang,3,2,27.6,82.6,6.4,57.6,19.2,0.145,53.4,32.0,30.8,8,100,24.5,1009.1,-0.9354440308298674,-0.35347484377925703,4.914800418927989,56.0,20,1,0,0,0,0,0,0
2022-03-24,42.1,Baik,3,3,28.6,77.0,6.1,24.5,22.3,4.857,46.3,32.8,31.9,9,100,24.2,1008.6,-0.6730125135097736,0.7396310949786093,18.30703057355432,52.0,20,1,0,0,0,0,0,0
2022-03-25,78.69565217391305,Sedang,3,4,29.1,79.9,5.3,22.7,22.6,0.009,50.3,33.0,33.9,9,100,26.0,1009.4,0.5948227867513413,0.8038568606172173,29.774050297973318,105.0,23,1,0,0,0,0,0,0
2022-03-26,74.05882352941177,Sedang,3,5,26.4,89.6,5.0,40.7,20.0,23.024,53.8,30.0,28.3,8,100,24.2,1010.7,-0.9677091704819714,-0.2520693582431131,9.679040423999263,92.0,17,1,0,0,0,0,0,0
2022-03-28,54.25,Sedang,3,0,28.0,82.5,5.9,24.8,21.7,5.425,57.7,32.8,31.0,10,100,24.2,1009.4,-0.6507742172658514,0.7592713073348805,3.1517191076194204,64.0,16,1,0,0,0,0,0,0
2022-03-29,62.57142857142857,Sedang,3,1,29.0,77.5,5.7,24.8,22.3,0.0,46.9,32.8,33.3,9,0,25.2,1008.7,-0.9702957262759966,0.24192189559966742,4.190124444111761,70.0,21,1,0,0,0,0,0,0
2022-03-30,64.38095238095238,Sedang,3,2,29.0,75.9,5.1,19.8,23.0,0.0,50.5,32.8,32.8,9,0,25.2,1008.7,-0.9271838545667874,0.37460659341591196,37.545274257190066,95.0,21,1,0,0,0,0,0,0
2022-03-31,105.75,Tidak Sehat,3,3,28.3,79.9,5.7,24.1,22.4,0.007,51.0,32.8,32.0,9,100,25.0,1009.3,-0.963630453208623,-0.26723837607825707,3.5670273632993594,109.0,20,1,0,0,0,0,0,0
2022-04-01,84.45454545454545,Sedang,4,4,28.3,79.7,5.9,19.8,16.9,3.893,61.7,31.3,32.0,7,100,25.2,1009.7,-0.973178872777088,-0.23004973718810523,6.177742481238774,95.0,22,1,0,0,0,0,0,0
2022-04-02,70.05,Sedang,4,5,27.9,83.0,6.1,25.9,21.7,17.489,51.2,32.8,31.0,9,100,25.2,1009.6,-0.9998766324816606,-0.01570731731182077,7.857112098367671,84.0,20,1,0,0,0,0,0,0
2022-04-03,51.625,Sedang,4,6,27.1,84.3,6.6,32.8,16.9,26.72,57.8,33.6,28.8,7,100,25.0,1010.0,-0.9702957262759965,-0.24192189559966779,9.590794197215022,61.0,16,1,0,0,0,0,0,0
2022-04-04,47.77272727272727,Baik,4,0,28.4,76.7,6.9,40.7,20.0,0.0,49.9,33.0,31.3,8,0,25.0,1010.1,-0.9995065603657315,0.03141075907812882,10.39657369467194,59.0,22,1,0,0,0,0,0,0
2022-04-05,67.04761904761905,Sedang,4,1,27.6,82.3,6.0,44.6,20.8,53.595,59.1,33.8,30.0,9,100,24.8,1010.9,-0.5533915492433436,-0.8329212407100999,4.080149390355586,72.0,21,1,0,0,0,0,0,0
2022-04-06,60.95652173913044,Sedang,4,2,28.6,76.0,7.4,25.9,19.4,0.082,46.6,34.3,31.7,8,100,24.0,1010.2,-0.9121201161722732,-0.4099230338415724,5.472894039716147,69.0,23,1,0,0,0,0,0,0
2022-04-07,60.59090909090909,Sedang,4,3,28.7,77.5,7.4,23.8,23.0,0.007,46.7,33.1,32.5,9,100,25.0,1009.8,-0.9939609554551796,-0.10973431109104571,2.63057283113648,65.0,22,1,0,0,0,0,0,0
2022-04-08,56.8421052631579,Sedang,4,4,28.1,77.6,7.1,25.9,19.8,44.763,49.0,33.3,30.7,8,100,26.0,1009.6,-0.8625136692072575,-0.5060337641211639,2.386609819963988,65.0,19,1,0,0,0,0,0,0
2022-04-09,61.3,Sedang,4,5,28.5,76.6,7.1,20.5,22.5,0.04,46.8,33.0,31.4,10,100,24.0,1009.1,-0.997915618272179,0.06453230825295732,2.992974229231197,69.0,20,1,0,0,0,0,0,0
2022-04-10,80.55,Sedang,4,6,28.5,78.9,6.4,18.7,19.3,0.006,47.2,33.1,32.0,8,100,25.0,1009.1,-0.9907478404714435,-0.135715572434305,2.2589005243585487,83.0,20,1,0,0,0,0,0,0
2022-04-11,69.95238095238095,Sedang,4,0,28.5,78.7,6.4,19.8,20.4,29.159,58.9,32.2,31.9,8,100,25.4,1009.1,-0.9128341772330427,0.40833046038138515,1.6874889770363086,73.0,21,1,0,0,0,0,0,0
2022-04-12,82.95238095238095,Sedang,4,1,28.1,83.1,5.2,19.4,20.3,2.125,59.0,33.0,31.3,8,100,25.0,1008.5,-0.8941542368393681,0.4477590878387699,6.8882232141256114,92.0,21,1,0,0,0,0,0,0
2022-04-13,96.94117647058823,Sedang,4,2,28.8,79.4,5.3,20.9,21.9,0.01,59.6,33.0,33.0,9,100,26.0,1008.0,-0.858064905723645,0.5135412520581694,1.2976222599091622,98.0,17,1,0,0,0,0,0,0
2022-04-14,79.33333333333333,Sedang,4,3,29.0,76.2,6.8,26.3,22.3,0.395,43.8,33.0,32.9,9,100,25.4,1008.0,0.7558534691676395,0.6547408137173397,8.404363945792298,96.0,21,1,0,0,0,0,0,0
2022-04-15,72.3,Sedang,4,4,29.5,76.6,5.8,21.2,21.5,0.07,47.5,33.6,34.6,9,100,26.0,1008.4,0.6266038113644604,0.7793379649314741,4.219004621945798,78.0,20,1,0,0,0,0,0,0
2022-04-16,76.85,Sedang,4,5,29.2,75.7,6.3,18.7,22.2,0.647,47.3,34.0,33.5,9,100,26.0,1008.0,0.7524149088957243,0.6586894601186806,0.8127277008872449,78.0,20,1,0,0,0,0,0,0
2022-04-17,99.36842105263158,Sedang,4,6,29.4,78.6,6.1,35.3,21.8,0.04,49.0,33.0,34.8,9,100,25.0,1007.2,0.8598522715968734,0.5105429179116058,3.286513287763081,102.0,19,1,0,0,0,0,0,0
2022-04-18,70.57894736842105,Sedang,4,0,29.5,79.7,7.5,21.6,22.1,15.877,56.0,34.0,35.4,9,100,26.0,1008.2,0.9822872507286887,0.18738131458572452,5.909651140988545,85.0,19,1,0,0,0,0,0,0
2022-04-19,56.473684210526315,Sedang,4,1,28.5,80.8,5.8,35.3,17.1,0.498,57.6,33.0,32.7,7,100,25.0,1008.9,-0.9499720515246527,0.31233491851223216,13.712801889931708,62.0,19,1,0,0,0,0,0,0
2022-04-20,68.63157894736842,Sedang,4,2,28.5,80.2,6.4,30.2,15.9,3.888,55.9,33.0,32.5,7,100,25.0,1008.4,-0.9999025240093042,-0.013962180339145475,2.966676522751228,73.0,19,1,0,0,0,0,0,0
2022-04-21,51.25,Sedang,4,3,26.8,87.6,6.3,26.6,6.9,11.897,58.9,29.0,28.9,3,100,25.0,1008.6,-0.8048937973559137,-0.5934188866037019,3.306691779757494,57.0,20,1,0,0,0,0,0,0
2022-04-22,84.5,Sedang,4,4,26.3,89.3,5.0,33.5,15.6,6.315,66.4,31.0,27.8,7,100,25.0,1008.8,0.7229671459095686,-0.690882411076858,7.870665055829314,93.0,20,1,0,0,0,0,0,0
2022-04-23,67.6,Sedang,4,5,28.3,82.3,6.3,19.4,19.2,0.011,47.2,33.1,32.4,8,100,25.0,1008.2,-0.05233595624294437,0.9986295347545738,4.4176678772497375,78.0,20,1,0,0,0,0,0,0
2022-04-24,77.5,Sedang,4,6,28.7,80.4,7.0,24.5,19.8,5.748,55.0,33.0,32.8,8,100,25.0,1008.1,-0.8171448983351292,0.5764323161697923,1.7621756887140192,81.0,20,1,0,0,0,0,0,0
2022-04-25,69.23809523809524,Sedang,4,0,28.5,80.6,5.8,20.9,22.7,23.131,57.6,34.0,31.7,9,100,24.0,1007.2,-0.7749444887041794,-0.632029302664851,4.121950532269424,77.0,21,1,0,0,0,0,0,0
2022-04-26,64.3,Sedang,4,1,28.6,80.5,7.0,25.6,19.9,2.952,46.9,33.8,32.3,8,100,25.0,1007.0,-0.999925369660452,0.012217000835247113,6.673592893281936,73.0,20,1,0,0,0,0,0,0
2022-04-27,55.57142857142857,Sedang,4,2,28.3,81.2,6.6,57.6,15.4,5.175,63.1,32.0,32.4,6,100,24.0,1007.3,-0.4131044298245413,0.9106836608061774,1.5991068935949384,58.0,21,1,0,0,0,0,0,0
2022-04-29,27.857142857142858,Baik,4,4,28.8,79.7,8.0,40.7,17.5,0.0,51.6,34.0,33.2,7,0,25.0,1007.6,-0.938493022759556,-0.3452981989985342,2.0805219125429626,31.0,21,1,0,0,0,0,0,0
2022-04-30,45.45,Baik,4,5,28.0,85.5,6.6,17.6,14.0,0.013,51.2,31.0,32.2,6,100,26.0,1007.4,-0.7671651518152993,-0.6414496315691581,10.63991986515134,58.0,20,1,0,0,0,0,0,0
2022-05-01,69.9,Sedang,5,6,27.8,86.5,6.1,19.8,12.7,0.084,54.6,32.0,31.4,6,100,26.0,1007.8,-0.16160382110336105,0.9868557164068072,3.4320471104606134,74.0,20,1,0,0,0,0,0,0
2022-05-02,70.35,Sedang,5,0,27.7,85.8,6.2,24.1,17.3,19.372,59.9,32.0,31.0,8,100,24.0,1008.3,-0.8941542368393681,0.4477590878387699,2.9428772172466706,79.0,20,1,0,0,0,0,0,0
2022-05-03,47.666666666666664,Baik,5,1,28.1,84.4,6.9,30.2,21.1,0.318,49.7,33.0,31.9,9,100,25.0,1008.2,0.9747611941912218,-0.2232501160109513,5.246847793171239,56.0,18,1,0,0,0,0,0,0
2022-05-04,53.63157894736842,Sedang,5,2,28.5,82.4,7.0,23.4,18.5,0.009,54.6,33.0,32.5,8,100,26.0,1008.8,-0.9310558158625284,0.36487678433761933,3.8616422286061667,57.0,19,1,0,0,0,0,0,0
2022-05-05,54.55,Sedang,5,3,28.9,81.6,6.9,38.9,20.3,0.0,49.6,33.6,33.6,8,0,25.0,1007.8,0.9986295347545738,-0.05233595624294362,2.1636956688426476,58.0,20,1,0,0,0,0,0,0
2022-05-06,39.4,Baik,5,4,29.5,79.5,7.1,24.5,19.8,0.0,45.5,34.8,35.1,8,0,26.0,1007.0,0.917754625683981,0.3971478906347808,4.381780460041329,45.0,20,1,0,0,0,0,0,0
2022-05-07,54.714285714285715,Sedang,5,5,29.3,78.5,7.4,20.5,21.5,0.004,54.6,33.0,34.6,8,100,26.0,1007.5,-0.9953961983671787,-0.09584575252022441,7.682075612377537,67.0,21,1,0,0,0,0,0,0
2022-05-08,53.55555555555556,Sedang,5,6,29.9,76.5,7.7,24.1,20.1,0.0,42.5,35.0,35.6,8,0,26.0,1007.2,-0.9997426093226983,-0.022687333572781906,5.833193275629538,64.0,18,1,0,0,0,0,0,0
2022-05-09,57.55,Sedang,5,0,28.7,81.3,7.1,23.4,16.9,0.006,57.1,33.3,33.6,8,100,25.0,1007.5,0.9947028171171742,-0.10279253678724679,3.831654857547639,62.0,20,1,0,0,0,0,0,0
2022-05-10,59.35,Sedang,5,1,29.7,78.1,7.1,20.5,17.9,0.0,49.7,33.3,35.6,8,0,26.0,1007.4,0.8821268660176678,0.47101188121940996,3.065512750104394,65.0,20,1,0,0,0,0,0,0
2022-05-11,49.45,Baik,5,2,28.1,85.9,5.9,22.0,18.2,18.211,66.8,33.1,32.7,8,100,23.0,1007.8,-0.9114032766354452,0.4115143586051088,17.614213758092905,63.0,20,1,0,0,0,0,0,0
2022-05-12,72.45,Sedang,5,3,28.6,84.1,6.5,28.4,17.1,15.548,54.8,32.8,33.7,7,100,26.0,1008.6,-0.9739759672790513,-0.22665130743685608,2.3050288273114603,76.0,20,1,0,0,0,0,0,0
2022-05-13,54.22727272727273,Sedang,5,4,29.0,81.8,7.3,26.3,20.5,12.622,43.0,33.1,34.3,8,100,26.0,1008.8,-0.9711342799096361,0.2385334575785808,5.181761220921835,64.0,22,1,0,0,0,0,0,0
2022-05-14,67.27272727272727,Sedang,5,5,29.1,80.0,6.8,19.4,18.5,0.002,47.1,33.0,34.3,8,100,26.0,1009.6,0.9960410654107695,0.0888942968664416,7.953327055730277,79.0,22,1,0,0,0,0,0,0
2022-05-15,88.8695652173913,Sedang,5,6,28.7,85.4,5.3,18.0,17.2,7.081,53.9,33.3,34.1,8,100,25.0,1010.3,0.6032079877452823,-0.7975839288252287,5.691335901862243,98.0,23,1,0,0,0,0,0,0
2022-05-16,73.5,Sedang,5,0,28.3,83.5,6.0,19.4,19.6,0.033,47.2,34.0,31.7,9,100,25.0,1009.8,-0.9983418166140283,0.05756402695956707,4.273394992497743,81.0,22,1,0,0,0,0,0,0
2022-05-17,66.8,Sedang,5,1,29.0,82.7,6.4,21.2,15.3,0.016,52.3,32.3,34.3,7,100,26.0,1009.7,-0.9483236552061993,0.31730465640509226,2.70449361513125,70.0,15,1,0,0,0,0,0,0
2022-05-18,71.35,Sedang,5,2,28.5,83.2,6.4,19.4,17.8,35.13,54.2,33.1,32.9,8,100,26.0,1010.4,-0.18738131458572477,-0.9822872507286886,1.7851728502481614,74.0,20,1,0,0,0,0,0,0
2022-05-19,83.3125,Sedang,5,3,27.6,87.7,5.0,22.0,18.3,9.022,54.9,31.8,30.6,8,100,25.0,1010.9,0.23514211310259,0.9719610005785463,7.980966942252883,94.0,16,1,0,0,0,0,0,0
2022-05-20,75.5,Sedang,5,4,27.3,87.5,6.6,20.2,15.5,19.55,56.2,31.1,30.0,6,100,25.0,1009.9,0.7501110696304596,0.6613118653236518,6.928203230275509,88.0,16,1,0,0,0,0,0,0
2022-05-21,63.0,Sedang,5,5,27.4,85.8,6.2,18.7,10.1,0.452,60.7,31.0,30.6,4,100,25.0,1009.4,0.9902680687415704,-0.13917310096006535,1.316561177208762,65.0,16,1,0,0,0,0,0,0
