tanggal,ISPU PM2.5,kategori_pm25,bulan,hari_minggu,temp,humidity,visibility,windgust,solarenergy,precip,cloudcover,tempmax,feelslike,uvindex,precipprob,tempmin,sealevelpressure,winddir_sin,winddir_cos,pm25_std,pm25_max,n_obs,station_bundaran hi,station_jagakarsa,station_kebun jeruk,station_kelapa gading,station_lubang buaya,station_us embassy 1,station_us embassy 2
2023-07-19,79.15,Sedang,7,2,28.3,64.3,6.1,18.4,21.5,0.0,31.6,33.8,29.2,9,0,24.0,1009.4,0.9694453498951389,0.24530738587880274,2.3004576203785887,84.0,20,0,1,0,0,0,0,0
2023-07-20,72.4,Sedang,7,3,28.0,61.4,6.3,19.8,18.5,0.0,34.8,33.5,28.5,8,0,23.3,1009.3,-0.14090123193758386,0.9900236577165574,2.7222281895148828,80.0,20,0,1,0,0,0,0,0
2023-07-21,90.0,Sedang,7,4,28.3,68.9,6.0,26.6,18.4,0.0,37.6,33.7,29.9,8,0,24.7,1011.0,0.4617486132350339,0.8870108331782217,3.6562851437807176,96.0,20,0,1,0,0,0,0,0
2023-07-22,103.66666666666667,Tidak Sehat,7,5,28.6,70.4,5.7,25.2,17.5,0.0,40.8,32.3,30.7,7,0,25.6,1011.6,0.4508775406894308,0.8925858184521255,2.614064523559686,108.0,21,0,1,0,0,0,0,0
2023-07-23,86.8,Sedang,7,6,28.5,71.7,5.8,26.3,18.6,0.0,43.6,32.8,30.9,7,0,24.3,1011.2,0.9135454576426009,0.4067366430758002,2.1667341419992616,91.0,20,0,1,0,0,0,0,0
2023-07-24,84.26315789473684,Sedang,7,0,27.2,84.0,4.8,25.6,17.7,3.235,49.5,31.0,29.6,8,100,24.0,1011.1,0.4083304603813849,0.9128341772330428,1.0975784083941766,86.0,19,0,1,0,0,0,0,0
2023-07-25,96.06666666666666,Sedang,7,1,27.5,80.5,4.2,19.8,16.9,0.0,49.9,31.7,30.0,7,0,24.0,1011.2,-0.8535507972753277,0.5210096318405759,5.0492809483369125,102.0,15,0,1,0,0,0,0,0
2023-07-26,88.77272727272727,Sedang,7,2,27.6,76.4,5.1,22.0,17.9,1.109,53.0,31.0,29.7,7,100,24.9,1011.9,0.39714789063478056,0.9177546256839811,8.48489873207138,102.0,22,0,1,0,0,0,0,0
2023-07-27,98.05,Sedang,7,3,28.2,74.0,4.9,19.4,19.0,0.0,48.6,32.7,30.4,7,0,25.0,1011.7,0.3648767843376196,0.9310558158625283,4.751454071068526,105.0,20,0,1,0,0,0,0,0
2023-07-28,93.5,Sedang,7,4,28.5,67.6,5.9,20.5,16.1,0.0,34.2,33.0,30.1,7,0,24.9,1011.1,0.9702957262759965,0.2419218955996679,4.773832180147363,98.0,20,0,1,0,0,0,0,0
2023-07-29,78.80952380952381,Sedang,7,5,27.8,70.4,6.2,25.9,20.9,0.0,40.3,32.0,29.5,8,0,23.2,1011.2,0.9278362538989199,0.37298778257580917,1.0779168622415956,81.0,21,0,1,0,0,0,0,0
2023-07-30,79.94444444444444,Sedang,7,6,28.1,70.4,6.2,22.3,20.7,0.0,41.2,32.8,29.5,8,0,23.3,1011.0,0.9802711746217219,0.19765734037912627,1.589384720843151,82.0,18,0,1,0,0,0,0,0
2023-07-31,72.7,Sedang,7,0,27.7,66.8,6.2,44.6,21.9,0.0,35.2,32.0,28.9,9,0,23.2,1010.7,0.9547607995027974,0.2973748740777861,2.59756971437778,77.0,20,0,1,0,0,0,0,0
2023-08-01,71.9,Sedang,8,1,28.5,69.4,7.0,33.5,21.6,0.0,29.1,33.0,30.5,9,0,23.2,1011.1,0.9690157314068696,0.24699901272274277,2.125038699338017,76.0,20,0,1,0,0,0,0,0
2023-08-02,74.57894736842105,Sedang,8,2,28.6,74.8,6.0,24.8,19.1,14.616,54.7,32.7,32.1,8,100,26.2,1012.0,0.9933727656003964,-0.11493715049286649,5.1133353919344335,85.0,19,0,1,0,0,0,0,0
2023-08-03,83.76190476190476,Sedang,8,3,29.2,74.0,5.4,24.8,20.2,1.571,39.2,33.7,32.9,8,100,25.2,1012.5,0.9871362650729879,0.15988118769183493,3.064388387668271,89.0,21,0,1,0,0,0,0,0
2023-08-04,82.05555555555556,Sedang,8,4,28.9,74.3,5.6,24.1,20.8,0.0,40.9,33.8,31.9,8,0,25.0,1013.5,0.9685831611286311,0.24868988716485496,1.109966730938747,84.0,18,0,1,0,0,0,0,0
2023-08-05,76.16666666666667,Sedang,8,5,28.9,68.7,5.7,27.4,21.1,0.0,43.6,33.7,31.1,9,0,24.8,1013.5,0.9494254776419039,0.3139924559674049,1.3394467690277296,79.0,18,0,1,0,0,0,0,0
2023-08-06,80.23809523809524,Sedang,8,6,28.5,72.7,5.6,21.6,21.7,0.0,42.4,33.8,31.0,9,0,24.0,1012.4,0.36974675727382933,0.9291325715340562,4.1581818371105665,91.0,21,0,1,0,0,0,0,0
2023-08-07,108.11764705882354,Tidak Sehat,8,0,28.3,74.8,4.9,24.8,21.2,0.2,38.3,33.8,30.9,8,100,23.8,1011.2,0.37622426313936563,0.9265286308718373,3.7563671436172346,113.0,17,0,1,0,0,0,0,0
2023-08-08,90.3,Sedang,8,1,28.8,74.6,5.6,25.9,21.7,0.0,38.1,33.8,31.7,9,0,25.0,1011.5,0.9521293927421387,0.3056953049631057,3.341918768107864,98.0,20,0,1,0,0,0,0,0
2023-08-09,74.15,Sedang,8,2,28.6,73.7,6.0,29.9,21.3,0.0,41.5,33.0,31.6,8,0,24.2,1012.5,0.8589598969306643,0.5120428648705716,3.4070360633316032,81.0,20,0,1,0,0,0,0,0
2023-08-10,76.0,Sedang,8,3,28.7,72.0,5.6,23.8,22.4,0.0,41.1,33.7,30.9,9,0,25.0,1012.4,0.8902128046111264,0.4555449072335157,1.90972742126446,80.0,18,0,1,0,0,0,0,0
2023-08-11,88.82352941176471,Sedang,8,4,28.3,75.1,5.0,25.9,22.6,0.0,43.7,32.8,30.9,9,0,25.0,1011.9,0.5849576749872154,0.8110638189893267,2.4554860546755015,93.0,17,0,1,0,0,0,0,0
2023-08-12,94.23809523809524,Sedang,8,5,28.3,69.1,6.1,33.8,21.2,0.0,32.2,32.8,29.6,9,0,24.2,1011.2,0.9390942520947091,0.34365969458561607,1.6402671094904608,96.0,21,0,1,0,0,0,0,0
2023-08-13,87.05,Sedang,8,6,27.9,71.7,6.0,32.4,20.4,0.0,33.4,32.8,29.5,8,0,23.2,1011.2,0.9191353392552344,0.39394190959095127,4.5128471582454734,93.0,20,0,1,0,0,0,0,0
2023-08-14,74.05,Sedang,8,0,28.1,70.3,6.4,27.0,22.3,0.0,40.0,33.7,29.7,9,0,23.2,1011.4,0.9252097183857821,0.3794561595290049,2.999561371442944,79.0,20,0,1,0,0,0,0,0
2023-08-15,88.47058823529412,Sedang,8,1,28.2,71.3,5.7,25.6,20.7,0.0,43.3,32.8,30.1,8,0,24.0,1012.0,0.8221440410307375,0.5692795234308442,3.82618685930954,91.0,17,0,1,0,0,0,0,0
2023-08-16,83.25,Sedang,8,2,28.6,68.3,5.7,28.1,21.2,0.0,38.7,33.5,30.5,9,0,24.2,1012.1,0.4019477766559601,0.9156625933395611,2.7313964040009866,90.0,20,0,1,0,0,0,0,0
2023-08-17,75.84210526315789,Sedang,8,3,28.3,66.3,6.2,36.4,19.9,0.0,33.9,33.7,29.9,8,0,23.2,1011.1,0.6333808726275502,0.7738402097265062,3.6554853438928125,80.0,19,0,1,0,0,0,0,0
2023-08-18,62.27777777777778,Sedang,8,4,28.4,68.0,6.4,29.9,20.0,0.0,43.7,32.1,30.3,8,0,24.0,1010.7,-0.92783625389892,0.37298778257580895,2.023554111416359,65.0,18,0,1,0,0,0,0,0
2023-08-19,74.23809523809524,Sedang,8,5,28.5,72.1,5.7,29.9,20.7,0.0,41.7,33.0,30.5,8,0,24.2,1010.5,0.7693995550468951,0.6387678175155977,3.5763775234832558,78.0,21,0,1,0,0,0,0,0
2023-08-20,80.8125,Sedang,8,6,29.2,68.8,6.5,26.3,21.3,0.0,44.5,34.5,31.8,8,0,25.5,1010.7,0.9426414910921783,0.3338068592337711,1.0468205831628146,82.0,16,0,1,0,0,0,0,0
2023-08-21,78.85714285714286,Sedang,8,0,28.7,69.0,6.0,23.4,20.6,0.0,44.4,33.0,31.0,9,0,24.3,1010.6,0.9085081775267217,0.41786707380107685,1.2363540870525023,82.0,21,0,1,0,0,0,0,0
2023-08-22,86.52631578947368,Sedang,8,1,28.2,70.5,5.8,29.5,23.0,0.0,37.8,32.7,30.0,9,0,23.3,1010.3,0.9085081775267217,0.41786707380107685,2.064741604835055,89.0,19,0,1,0,0,0,0,0
2023-08-23,78.95238095238095,Sedang,8,2,28.6,69.0,6.1,24.5,21.6,0.0,40.7,32.8,30.7,8,0,24.0,1010.4,0.8796485728666166,0.4756242090702751,3.1221177184115,87.0,21,0,1,0,0,0,0,0
2023-08-24,84.8,Sedang,8,3,28.9,70.9,6.1,28.4,23.1,0.0,33.4,33.8,31.3,9,0,24.3,1010.2,0.9640954042341101,0.265556117486809,3.7360265974484292,88.0,20,0,1,0,0,0,0,0
2023-08-25,86.25,Sedang,8,4,28.8,72.3,5.8,26.3,21.8,0.088,39.9,33.8,31.6,8,100,24.2,1010.5,0.5962248749656158,0.8028174751911146,1.208522368758424,88.0,20,0,1,0,0,0,0,0
2023-08-26,87.0,Sedang,8,5,29.2,73.1,5.7,22.7,20.4,0.0,53.0,32.8,32.9,8,0,26.2,1010.3,0.28568836740497355,0.9583225744651332,0.8164965809277295,89.0,19,0,1,0,0,0,0,0
2023-08-27,88.95,Sedang,8,6,28.2,76.9,5.4,31.7,19.9,9.06,49.3,32.0,30.4,8,100,25.0,1010.3,-0.3420201433256686,0.9396926207859084,1.2763022245616522,90.0,20,0,1,0,0,0,0,0
2023-08-28,75.73684210526316,Sedang,8,0,27.9,72.8,5.6,24.1,19.1,0.316,50.0,32.8,29.7,8,100,24.0,1010.1,0.9033352928633007,0.4289351334031461,2.7455439708564904,82.0,19,0,1,0,0,0,0,0
2023-08-29,86.47368421052632,Sedang,8,1,28.3,70.8,5.9,28.8,21.4,0.0,38.6,33.7,30.3,9,0,23.2,1009.7,0.8131007610470277,0.5821229701572894,1.6113631583445667,89.0,19,0,1,0,0,0,0,0
2023-08-30,92.875,Sedang,8,2,28.2,71.1,6.2,28.4,23.2,0.0,35.5,34.7,29.8,9,0,23.8,1010.5,0.929132571534056,0.36974675727382955,2.156385865284778,96.0,16,0,1,0,0,0,0,0
2023-09-01,90.125,Sedang,9,4,27.9,71.8,5.3,27.0,24.5,0.0,39.7,33.7,29.8,10,0,23.2,1010.7,0.30403306092549026,0.9526614812535863,4.440345331915824,100.0,16,0,1,0,0,0,0,0
2023-09-02,91.56521739130434,Sedang,9,5,28.3,70.7,5.8,30.2,21.9,0.0,50.6,32.8,30.3,9,0,24.8,1010.1,-0.37460659341591235,0.9271838545667873,3.32792710470485,97.0,23,0,1,0,0,0,0,0
2023-09-03,80.4,Sedang,9,6,28.7,65.4,5.6,25.2,19.3,0.0,41.4,34.7,30.2,9,0,24.2,1009.4,0.9232102171129809,0.3842953226598037,1.6026294183720626,84.0,20,0,1,0,0,0,0,0
2023-09-04,71.21428571428571,Sedang,9,0,27.9,59.3,7.0,28.1,23.0,0.0,34.5,33.8,28.5,9,0,23.2,1009.0,0.9948807088287882,0.10105629718294655,3.2148351178816066,76.0,14,0,1,0,0,0,0,0
2023-09-05,79.34782608695652,Sedang,9,1,27.9,61.2,6.4,37.1,24.9,0.0,28.3,33.7,28.5,10,0,21.3,1010.3,0.9762960071199334,0.2164396139381029,3.6257750977258114,82.0,23,0,1,0,0,0,0,0
2023-09-06,80.47368421052632,Sedang,9,2,28.6,61.9,6.2,27.7,24.6,0.0,32.7,34.7,30.0,10,0,23.0,1010.9,0.5165333288666418,0.8562670846003282,1.5765088382115293,83.0,19,0,1,0,0,0,0,0
2023-09-07,91.92857142857143,Sedang,9,3,28.7,67.2,6.3,25.9,23.3,0.0,35.5,33.7,31.2,10,0,24.0,1011.2,-0.142628933705511,0.9897762309077891,1.8590438284354576,94.0,14,0,1,0,0,0,0,0
2023-09-08,87.33333333333333,Sedang,9,4,29.0,69.1,5.9,29.5,22.3,0.0,39.0,34.5,31.6,9,0,25.2,1010.9,0.8972583696743284,0.44150585279174526,1.5916448515084392,90.0,21,0,1,0,0,0,0,0
2023-09-09,78.9047619047619,Sedang,9,5,28.8,70.0,5.7,26.3,22.1,0.0,44.8,33.8,31.0,8,0,25.2,1010.6,0.6045991148623748,0.7965299180241963,1.6704718466577684,82.0,21,0,1,0,0,0,0,0
2023-09-10,70.33333333333333,Sedang,9,6,28.3,66.7,6.4,35.3,21.1,0.009,40.8,33.7,30.1,8,100,24.0,1011.3,-0.3206129905856758,0.947210277746029,1.9703687322875556,75.0,18,0,1,0,0,0,0,0
2023-09-11,70.44444444444444,Sedang,9,0,29.0,62.5,6.8,25.6,22.8,0.0,35.3,34.8,30.2,9,0,23.8,1011.3,0.9420574527872968,0.33545156975025486,2.28092401870053,73.0,18,0,1,0,0,0,0,0
2023-09-12,73.0,Sedang,9,1,29.1,63.4,7.3,36.4,25.2,0.0,29.0,34.8,30.8,10,0,23.8,1011.7,0.9265286308718373,0.3762242631393654,4.626013402488158,79.0,21,0,1,0,0,0,0,0
2023-09-13,80.3157894736842,Sedang,9,2,29.1,64.6,6.3,30.6,24.8,0.0,39.3,34.7,31.1,10,0,24.8,1011.5,0.421035813367491,0.907044014291465,1.7337381443621738,83.0,19,0,1,0,0,0,0,0
2023-09-14,70.55,Sedang,9,3,28.7,62.4,6.3,25.6,23.1,0.0,37.3,33.8,30.0,9,0,24.2,1011.4,0.6883545756937539,0.7253743710122877,2.9819633235769123,77.0,20,0,1,0,0,0,0,0
2023-09-15,75.47368421052632,Sedang,9,4,29.0,64.3,6.5,31.0,23.3,0.0,29.5,34.0,30.7,9,0,24.2,1011.2,0.9537169507482268,0.3007057995042733,2.0376571801031025,77.0,19,0,1,0,0,0,0,0
2023-09-16,83.05263157894737,Sedang,9,5,29.1,65.8,6.3,33.1,24.6,0.062,31.5,35.0,31.3,10,100,24.2,1011.0,0.7793379649314741,0.6266038113644605,2.172394587917685,86.0,19,0,1,0,0,0,0,0
2023-09-17,77.25,Sedang,9,6,29.3,65.8,6.2,23.4,22.8,0.0,42.5,34.0,31.5,9,0,24.3,1010.5,0.4099230338415728,0.912120116172273,3.0221405217715067,83.0,16,0,1,0,0,0,0,0
2023-09-18,74.1,Sedang,9,0,29.5,67.6,6.4,22.3,21.7,0.221,45.3,34.0,32.5,8,100,26.0,1010.2,-0.3436596945856158,0.9390942520947092,2.751076344384425,78.0,20,0,1,0,0,0,0,0
2023-09-19,77.1,Sedang,9,1,29.0,70.9,5.4,25.6,21.6,0.009,56.7,32.3,32.3,9,100,26.2,1010.2,-0.35673799931962497,0.9342044743210296,4.178894338785901,82.0,20,0,1,0,0,0,0,0
2023-09-20,79.57142857142857,Sedang,9,2,29.3,67.5,6.5,20.9,22.0,0.4,34.9,35.0,31.9,9,100,24.3,1009.8,0.8813034520649922,0.47255076486905406,1.53529894715748,82.0,21,0,1,0,0,0,0,0
2023-09-21,76.71428571428571,Sedang,9,3,29.5,67.0,5.9,23.4,22.8,0.552,45.3,34.0,32.6,9,100,25.3,1010.3,0.4131044298245417,0.9106836608061771,2.7576068618270484,80.0,14,0,1,0,0,0,0,0
2023-09-22,72.15,Sedang,9,4,29.3,64.7,6.5,37.1,25.2,0.0,38.3,35.3,31.5,10,0,24.2,1010.2,0.37298778257580883,0.92783625389892,3.54334067765078,77.0,20,0,1,0,0,0,0,0
2023-09-23,66.0,Sedang,9,5,28.6,63.3,6.3,24.5,22.2,0.0,45.7,33.0,30.3,8,0,24.0,1010.2,0.8191520442889918,0.573576436351046,2.3008949665421072,70.0,18,0,1,0,0,0,0,0
2023-09-24,65.6842105263158,Sedang,9,6,28.9,64.6,6.3,25.2,25.0,0.0,40.2,34.0,30.9,10,0,24.0,1010.3,0.16676874671610226,0.985996037070505,1.8273426844874243,70.0,19,0,1,0,0,0,0,0
2023-09-25,71.36842105263158,Sedang,9,0,29.7,60.0,6.7,25.6,24.9,0.0,29.1,36.7,31.0,10,0,24.2,1009.9,0.6073758397232867,0.7944146205354181,0.7608859102526819,73.0,19,0,1,0,0,0,0,0
2023-09-26,67.05263157894737,Sedang,9,1,29.9,56.9,6.3,30.6,24.5,0.0,33.4,36.0,31.1,10,0,24.3,1009.9,0.754709580222772,0.6560590289905073,2.067571957918172,70.0,19,0,1,0,0,0,0,0
2023-09-27,71.84210526315789,Sedang,9,2,29.5,56.3,7.3,33.5,26.0,0.0,27.7,36.2,30.2,10,0,23.3,1010.0,0.9719610005785463,0.23514211310258998,2.4554510310901927,74.0,19,0,1,0,0,0,0,0
2023-09-28,72.88235294117646,Sedang,9,3,29.6,58.4,7.0,51.8,26.6,0.0,24.1,36.0,30.5,10,0,24.2,1010.5,0.9650164944723114,0.2621891786408647,0.8574929257125393,75.0,17,0,1,0,0,0,0,0
2023-09-29,81.61111111111111,Sedang,9,4,29.8,58.7,6.6,31.7,25.4,0.0,22.5,36.8,30.7,10,0,24.2,1011.9,0.8878153851364013,0.4601997847838517,1.8194662723831612,83.0,18,0,1,0,0,0,0,0
2023-09-30,81.1,Sedang,9,5,29.3,68.5,6.0,24.8,24.9,0.353,33.9,34.8,31.5,10,100,25.0,1011.7,-0.9505157316277836,0.31067642963073233,2.593514177611851,85.0,20,0,1,0,0,0,0,0
2023-10-01,88.5,Sedang,10,6,29.1,69.1,5.6,29.2,24.2,0.009,39.5,33.8,31.4,10,100,24.0,1011.3,0.32061299058567627,0.9472102777460288,3.6177666168670553,94.0,18,0,1,0,0,0,0,0
2023-10-02,87.83333333333333,Sedang,10,0,29.3,65.7,6.1,31.3,23.5,0.0,44.3,34.8,31.1,9,0,25.0,1011.6,0.3810703763502741,0.9245460336123131,4.187628431947856,95.0,24,0,1,0,0,0,0,0
2023-10-03,69.6842105263158,Sedang,10,1,29.4,63.4,6.7,30.6,23.0,0.009,37.2,34.2,32.0,10,100,25.1,1012.2,-0.7793379649314739,0.6266038113644607,4.282427032250497,80.0,19,0,1,0,0,0,0,0
2023-10-04,71.45,Sedang,10,2,29.5,67.5,6.4,25.2,23.5,0.0,37.1,34.8,32.1,9,0,25.0,1011.6,0.5224985647159488,0.8526401643540923,1.8771478925557044,74.0,20,0,1,0,0,0,0,0
2023-10-05,78.38888888888889,Sedang,10,3,29.7,69.1,6.1,33.5,25.7,0.441,31.8,35.0,32.5,10,100,25.0,1010.6,0.9360595357389733,0.3518416484047017,1.3779306261410678,80.0,18,0,1,0,0,0,0,0
2023-10-06,79.3,Sedang,10,4,29.6,70.6,5.5,33.5,25.1,0.0,35.1,34.8,33.0,10,0,25.2,1010.7,0.0801989243288589,0.9967788784562471,3.213458540182787,86.0,20,0,1,0,0,0,0,0
2023-10-07,87.9,Sedang,10,5,29.8,69.0,5.9,24.8,23.5,0.0,35.3,35.2,32.9,9,0,25.2,1010.8,0.41786707380107674,0.9085081775267219,1.8324559303956314,92.0,20,0,1,0,0,0,0,0
2023-10-08,81.11111111111111,Sedang,10,6,30.0,66.7,6.1,32.8,21.9,0.0,36.7,35.2,32.9,9,0,26.0,1011.4,0.9198214973217376,0.3923371166035615,2.2199334618775026,84.0,18,0,1,0,0,0,0,0
2023-10-09,71.85,Sedang,10,0,30.1,67.3,6.8,35.3,23.0,0.212,35.4,36.7,32.8,9,100,25.2,1011.8,0.8090169943749475,0.5877852522924731,1.56524758424986,74.0,20,0,1,0,0,0,0,0
2023-10-10,66.85,Sedang,10,1,30.7,65.6,6.9,29.5,24.1,0.0,45.9,35.7,34.9,10,0,27.4,1011.2,0.9455185755993167,0.32556815445715676,1.2258187382102481,69.0,20,0,1,0,0,0,0,0
2023-10-11,73.85,Sedang,10,2,30.3,67.6,5.9,25.2,24.3,0.044,47.6,35.0,34.7,10,100,26.7,1010.8,0.7419758409756163,0.6704266189587992,2.134306247447804,77.0,20,0,1,0,0,0,0,0
2023-10-12,80.5,Sedang,10,3,30.5,67.5,6.0,29.2,22.9,0.0,43.6,35.8,34.3,9,0,26.0,1011.5,0.6717205893229902,0.7408045962867501,1.460593486680439,83.0,16,0,1,0,0,0,0,0
2023-10-13,90.4,Sedang,10,4,30.5,67.6,5.6,26.3,21.4,0.1,42.6,35.8,34.9,9,100,27.2,1011.5,-0.14780941112961138,0.9890158633619167,2.6437612759495805,93.0,20,0,1,0,0,0,0,0
2023-10-14,78.73684210526316,Sedang,10,5,30.3,64.1,6.1,21.6,23.2,0.177,42.2,34.3,33.7,9,100,26.2,1010.5,0.687087510804423,0.7265746709709758,3.0703258108538445,87.0,19,0,1,0,0,0,0,0
2023-10-15,74.16666666666667,Sedang,10,6,30.6,61.4,6.5,24.5,22.5,0.0,44.0,36.7,33.4,9,0,26.2,1010.7,0.9372819894918915,0.3485720473218153,3.5686543847292254,80.0,18,0,1,0,0,0,0,0
2023-10-16,77.375,Sedang,10,0,30.6,65.0,6.2,30.2,25.2,0.0,33.1,36.7,33.9,10,0,25.5,1010.3,0.4162807922604012,0.9092361090470685,2.5527762664727707,81.0,16,0,1,0,0,0,0,0
2023-10-18,93.66666666666667,Sedang,10,2,30.3,61.4,6.7,33.1,24.7,0.0,31.6,36.7,32.5,10,0,25.2,1011.0,0.6996633405133653,0.7144726796328034,1.447493728911494,96.0,15,0,1,0,0,0,0,0
2023-10-19,81.73684210526316,Sedang,10,3,30.1,65.1,6.9,42.5,26.0,0.0,35.1,35.0,33.4,10,0,25.3,1011.6,0.9354440308298673,0.35347484377925714,5.3003365224730645,93.0,19,0,1,0,0,0,0,0
2023-10-20,71.53333333333333,Sedang,10,4,29.9,67.0,6.5,27.0,22.8,3.116,38.9,35.8,33.7,10,100,26.9,1011.3,0.9617413095492113,0.27395921869243256,3.0205644379502155,76.0,15,0,1,0,0,0,0,0
2023-10-21,80.23809523809524,Sedang,10,5,30.3,65.9,6.0,35.3,23.4,0.653,35.7,35.5,33.8,10,100,26.1,1011.3,0.472550764869054,0.8813034520649922,1.4800257398019092,83.0,21,0,1,0,0,0,0,0
2023-10-22,82.77777777777777,Sedang,10,6,30.6,63.1,6.1,26.6,21.8,0.883,43.0,37.5,33.9,9,100,26.0,1011.8,0.18051914525055998,0.9835714708133859,3.0975427748184643,88.0,18,0,1,0,0,0,0,0
2023-10-23,86.8,Sedang,10,0,30.0,62.9,6.2,25.6,24.9,0.0,38.3,35.0,32.4,10,0,25.9,1011.4,0.6921431738704067,0.7217602280983623,2.1667341419992607,90.0,20,0,1,0,0,0,0,0
2023-10-24,86.80952380952381,Sedang,10,1,29.4,65.6,5.6,28.1,21.1,1.324,45.0,34.5,32.1,8,100,26.0,1011.2,-0.19080899537654467,0.981627183447664,2.9089353313377084,91.0,21,0,1,0,0,0,0,0
2023-10-25,71.8,Sedang,10,2,28.7,73.5,5.2,27.0,22.6,6.435,49.6,34.7,31.4,9,100,25.0,1011.7,0.6018150231520483,0.7986355100472928,3.3654592241585104,79.0,20,0,1,0,0,0,0,0
2023-10-26,79.21052631578948,Sedang,10,3,29.5,69.5,5.8,28.4,29.9,0.0,40.3,35.7,32.6,10,0,25.0,1011.5,-0.5934188866037012,0.8048937973559143,1.6525719808972905,82.0,19,0,1,0,0,0,0,0
2023-10-27,78.0,Sedang,10,4,29.5,69.9,5.9,27.7,23.4,0.0,35.3,34.8,32.7,9,0,24.0,1010.6,0.2215484976194673,0.9751493543055633,1.0289915108550538,80.0,18,0,1,0,0,0,0,0
2023-10-28,83.15,Sedang,10,5,30.2,64.2,6.5,37.1,27.3,0.0,26.3,37.5,32.0,10,0,25.0,1010.3,0.778243148526021,0.6279630576493379,3.6888880081729445,87.0,20,0,1,0,0,0,0,0
2023-10-29,45.1578947368421,Baik,10,6,29.9,66.1,6.4,31.3,24.7,0.0,26.3,36.7,32.4,9,0,24.8,1009.7,0.4019477766559601,0.9156625933395611,39.61658344949153,81.0,19,0,1,0,0,0,0,0
2023-10-30,45.11764705882353,Baik,10,0,30.0,66.6,6.8,23.8,23.8,0.0,31.7,35.7,33.0,9,0,24.8,1009.2,-0.8069603121438021,0.5906056676199251,34.36364785813123,72.0,17,0,1,0,0,0,0,0
2023-10-31,78.33333333333333,Sedang,10,1,30.1,69.5,5.9,28.4,24.1,4.291,45.0,35.7,34.3,10,100,26.2,1009.3,0.0749787268263277,0.9971851335251157,2.4358434541926797,82.0,21,0,1,0,0,0,0,0
2023-11-01,72.0,Sedang,11,2,29.4,71.2,6.1,24.8,22.7,3.052,49.7,34.8,33.0,9,100,26.0,1010.0,0.05407881298477529,0.9985366703262117,3.2317865716108867,76.0,19,0,1,0,0,0,0,0
2023-11-02,68.6470588235294,Sedang,11,3,29.2,73.3,5.8,27.0,23.0,0.248,45.0,34.0,32.6,10,100,25.2,1009.3,-0.8972583696743285,0.44150585279174503,2.119586530157128,72.0,17,0,1,0,0,0,0,0
2023-11-03,71.80952380952381,Sedang,11,4,29.5,71.7,5.6,27.7,22.9,3.008,46.5,35.5,33.0,9,100,25.2,1008.8,-0.9211854055657213,0.38912395014020607,0.679635756787971,73.0,21,0,1,0,0,0,0,0
2023-11-04,73.95238095238095,Sedang,11,5,28.7,77.6,5.1,37.1,22.3,19.65,55.5,34.8,32.3,9,100,24.2,1008.8,0.9991228300988584,0.04187565372919997,1.4309504001254043,76.0,21,0,1,0,0,0,0,0
2023-11-05,53.7,Sedang,11,6,27.4,83.7,5.3,28.8,17.6,14.138,57.1,33.5,30.1,8,100,24.2,1009.5,0.9323238012155123,-0.3616245700820921,6.56225250159858,65.0,20,0,1,0,0,0,0,0
2023-11-06,59.714285714285715,Sedang,11,0,29.4,75.6,5.7,25.6,23.0,0.809,40.8,34.5,33.1,8,100,25.2,1009.9,0.14780941112961063,0.9890158633619168,3.4371915446023262,68.0,21,0,1,0,0,0,0,0
2023-11-07,81.95,Sedang,11,1,29.7,73.5,6.6,29.5,23.5,0.0,40.2,34.0,33.5,9,0,25.9,1009.9,-0.38268343236508956,0.9238795325112868,2.910507280798138,87.0,20,0,1,0,0,0,0,0
2023-11-08,74.71428571428571,Sedang,11,2,30.0,73.0,6.0,20.5,23.7,0.0,38.3,34.8,34.9,9,0,26.0,1009.3,-0.7869350219613372,0.6170358751407488,1.4880476182857025,78.0,21,0,1,0,0,0,0,0
2023-11-09,72.3,Sedang,11,3,29.6,73.0,5.0,24.8,22.5,0.0,45.8,34.7,34.0,9,0,26.0,1009.7,-0.9232102171129809,0.3842953226598039,1.8666040089734626,74.0,20,0,1,0,0,0,0,0
2023-11-10,70.57894736842105,Sedang,11,4,28.9,77.3,5.2,23.0,22.6,1.861,53.1,34.0,32.1,9,100,24.3,1010.4,-0.3173046564050919,-0.9483236552061994,1.9526560109440683,73.0,19,0,1,0,0,0,0,0
2023-11-11,65.3157894736842,Sedang,11,5,28.6,79.6,4.9,28.4,22.5,3.083,51.6,34.7,32.2,9,100,25.2,1010.6,0.12706460860135046,0.9918944425900297,1.8574962712374008,68.0,19,0,1,0,0,0,0,0
2023-11-12,56.38095238095238,Sedang,11,6,28.9,75.1,5.9,24.1,21.2,2.764,40.0,34.8,32.0,8,100,25.4,1010.5,-0.9583225744651331,0.285688367404974,3.0409898137973186,63.0,21,0,1,0,0,0,0,0
2023-11-13,59.714285714285715,Sedang,11,0,29.9,70.8,5.8,25.6,22.0,0.009,44.7,35.0,33.5,8,100,25.5,1010.2,0.9945218953682733,0.10452846326765346,3.172685623558384,64.0,14,0,1,0,0,0,0,0
