"Waktu","ISPU PM10","ISPU PM2.5","ISPU SO2","ISPU CO","ISPU O3","ISPU NO2","Status By PM10","Status By PM2.5","Status By SO2","Status By CO","Status By O3","Status By NO2","Critical Parameter","Overall ISPU Status"
"00:00","7","21","22","22","18","47","Baik","Baik","Baik","Baik","Baik","Baik","no2","Baik"
"01:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"02:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"03:00","9","29","22","21","18","46","Baik","Baik","Baik","Baik","Baik","Baik","no2","Baik"
"04:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"05:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"06:00","12","36","23","20","18","46","Baik","Baik","Baik","Baik","Baik","Baik","no2","Baik"
"07:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"08:00","13","40","23","19","18","45","Baik","Baik","Baik","Baik","Baik","Baik","no2","Baik"
"09:00","13","42","23","19","18","45","Baik","Baik","Baik","Baik","Baik","Baik","no2","Baik"
"10:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"11:00","14","44","23","19","18","44","Baik","Baik","Baik","Baik","Baik","Baik","pm25","Baik"
"12:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"13:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"14:00","16","48","24","19","17","42","Baik","Baik","Baik","Baik","Baik","Baik","pm25","Baik"
"15:00","16","50","24","19","17","41","Baik","Baik","Baik","Baik","Baik","Baik","pm25","Baik"
"16:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"17:00","17","51","24","18","17","41","Baik","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"18:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"19:00","17","52","24","18","17","41","Baik","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"20:00","18","52","24","18","17","41","Baik","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"21:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"22:00","18","52","24","18","17","40","Baik","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"23:00","18","53","24","18","17","40","Baik","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
