"Waktu","ISPU PM10","ISPU PM2.5","ISPU SO2","ISPU CO","ISPU O3","ISPU NO2","Status By PM10","Status By PM2.5","Status By SO2","Status By CO","Status By O3","Status By NO2","Critical Parameter","Overall ISPU Status"
"00:00",13,42,4,8,7,26,"Baik","Baik","Baik","Baik","Baik","Baik","pm25","Baik"
"01:00",13,43,4,8,7,26,"Baik","Baik","Baik","Baik","Baik","Baik","pm25","Baik"
"02:00",13,44,4,8,7,26,"Baik","Baik","Baik","Baik","Baik","Baik","pm25","Baik"
"03:00",13,45,4,8,7,26,"Baik","Baik","Baik","Baik","Baik","Baik","pm25","Baik"
"04:00",14,46,4,8,7,26,"Baik","Baik","Baik","Baik","Baik","Baik","pm25","Baik"
"05:00",14,47,4,8,7,26,"Baik","Baik","Baik","Baik","Baik","Baik","pm25","Baik"
"06:00",14,48,4,8,7,26,"Baik","Baik","Baik","Baik","Baik","Baik","pm25","Baik"
"07:00",14,48,4,8,7,26,"Baik","Baik","Baik","Baik","Baik","Baik","pm25","Baik"
"08:00",14,47,4,8,7,26,"Baik","Baik","Baik","Baik","Baik","Baik","pm25","Baik"
"09:00",14,49,4,8,7,26,"Baik","Baik","Baik","Baik","Baik","Baik","pm25","Baik"
"10:00",15,50,4,8,7,27,"Baik","Baik","Baik","Baik","Baik","Baik","pm25","Baik"
"11:00",15,50,4,8,7,27,"Baik","Baik","Baik","Baik","Baik","Baik","pm25","Baik"
"12:00",15,50,4,8,7,27,"Baik","Baik","Baik","Baik","Baik","Baik","pm25","Baik"
"13:00",15,50,4,8,7,27,"Baik","Baik","Baik","Baik","Baik","Baik","pm25","Baik"
"14:00",15,50,4,8,6,28,"Baik","Baik","Baik","Baik","Baik","Baik","pm25","Baik"
"15:00",15,51,4,8,6,28,"Baik","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"16:00",15,51,4,8,5,28,"Baik","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"17:00",15,51,4,8,5,28,"Baik","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"18:00",15,51,4,8,4,29,"Baik","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"19:00",15,50,3,8,2,29,"Baik","Baik","Baik","Baik","Baik","Baik","pm25","Baik"
"20:00",15,50,3,8,0,29,"Baik","Baik","Baik","Baik","Baik","Baik","pm25","Baik"
"21:00",14,49,3,8,0,30,"Baik","Baik","Baik","Baik","Baik","Baik","pm25","Baik"
"22:00",14,48,2,8,0,30,"Baik","Baik","Baik","Baik","Baik","Baik","pm25","Baik"
"23:00",13,47,2,8,0,30,"Baik","Baik","Baik","Baik","Baik","Baik","pm25","Baik"
