"Waktu","ISPU PM10","ISPU PM2.5","ISPU SO2","ISPU CO","ISPU O3","ISPU NO2","Status By PM10","Status By PM2.5","Status By SO2","Status By CO","Status By O3","Status By NO2","Critical Parameter","Overall ISPU Status"
"00:00","31","70","-","9","-","0","Baik","Sedang","-","Baik","-","Baik","pm25","Sedang"
"01:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"02:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"03:00","28","66","-","9","-","0","Baik","Sedang","-","Baik","-","Baik","pm25","Sedang"
"04:00","28","66","-","9","-","0","Baik","Sedang","-","Baik","-","Baik","pm25","Sedang"
"05:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"06:00","29","67","-","10","-","0","Baik","Sedang","-","Baik","-","Baik","pm25","Sedang"
"07:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"08:00","29","68","-","10","-","0","Baik","Sedang","-","Baik","-","Baik","pm25","Sedang"
"09:00","29","67","-","10","-","0","Baik","Sedang","-","Baik","-","Baik","pm25","Sedang"
"10:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"11:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"12:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"13:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"14:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"15:00","29","68","-","9","-","0","Baik","Sedang","-","Baik","-","Baik","pm25","Sedang"
"16:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"17:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"18:00","29","67","-","9","-","0","Baik","Sedang","-","Baik","-","Baik","pm25","Sedang"
"19:00","29","67","-","9","-","0","Baik","Sedang","-","Baik","-","Baik","pm25","Sedang"
"20:00","29","67","-","9","-","0","Baik","Sedang","-","Baik","-","Baik","pm25","Sedang"
"21:00","30","68","-","9","-","0","Baik","Sedang","-","Baik","-","Baik","pm25","Sedang"
"22:00","31","69","-","9","-","0","Baik","Sedang","-","Baik","-","Baik","pm25","Sedang"
"23:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
