"Waktu","ISPU PM10","ISPU PM2.5","ISPU SO2","ISPU CO","ISPU O3","ISPU NO2","Status By PM10","Status By PM2.5","Status By SO2","Status By CO","Status By O3","Status By NO2","Critical Parameter","Overall ISPU Status"
"00:00",45,86,31,13,0,77,"Baik","Sedang","Baik","Baik","Baik","Sedang","pm25","Sedang"
"01:00",47,89,32,13,0,77,"Baik","Sedang","Baik","Baik","Baik","Sedang","pm25","Sedang"
"02:00",48,90,33,14,0,77,"Baik","Sedang","Baik","Baik","Baik","Sedang","pm25","Sedang"
"03:00",48,91,34,14,0,76,"Baik","Sedang","Baik","Baik","Baik","Sedang","pm25","Sedang"
"04:00",49,92,34,14,0,76,"Baik","Sedang","Baik","Baik","Baik","Sedang","pm25","Sedang"
"05:00",50,94,34,14,0,76,"Baik","Sedang","Baik","Baik","Baik","Sedang","pm25","Sedang"
"06:00",51,95,35,14,0,76,"Sedang","Sedang","Baik","Baik","Baik","Sedang","pm25","Sedang"
"07:00",52,97,35,14,0,76,"Sedang","Sedang","Baik","Baik","Baik","Sedang","pm25","Sedang"
"08:00",53,101,34,13,0,76,"Sedang","Tidak Sehat","Baik","Baik","Baik","Sedang","pm25","Tidak Sehat"
"09:00",54,102,32,13,0,76,"Sedang","Tidak Sehat","Baik","Baik","Baik","Sedang","pm25","Tidak Sehat"
"10:00",56,106,31,13,0,76,"Sedang","Tidak Sehat","Baik","Baik","Baik","Sedang","pm25","Tidak Sehat"
"11:00",57,109,31,13,0,76,"Sedang","Tidak Sehat","Baik","Baik","Baik","Sedang","pm25","Tidak Sehat"
"12:00",58,110,32,13,0,76,"Sedang","Tidak Sehat","Baik","Baik","Baik","Sedang","pm25","Tidak Sehat"
"13:00",59,111,33,13,1,76,"Sedang","Tidak Sehat","Baik","Baik","Baik","Sedang","pm25","Tidak Sehat"
"14:00",58,110,33,13,4,76,"Sedang","Tidak Sehat","Baik","Baik","Baik","Sedang","pm25","Tidak Sehat"
"15:00",58,110,34,13,6,76,"Sedang","Tidak Sehat","Baik","Baik","Baik","Sedang","pm25","Tidak Sehat"
"16:00",58,110,34,13,9,75,"Sedang","Tidak Sehat","Baik","Baik","Baik","Sedang","pm25","Tidak Sehat"
"17:00",58,110,34,13,13,75,"Sedang","Tidak Sehat","Baik","Baik","Baik","Sedang","pm25","Tidak Sehat"
"18:00",58,110,34,13,15,75,"Sedang","Tidak Sehat","Baik","Baik","Baik","Sedang","pm25","Tidak Sehat"
"19:00",58,110,35,13,17,75,"Sedang","Tidak Sehat","Baik","Baik","Baik","Sedang","pm25","Tidak Sehat"
"20:00",57,107,36,14,18,74,"Sedang","Tidak Sehat","Baik","Baik","Baik","Sedang","pm25","Tidak Sehat"
"21:00",56,105,36,14,18,74,"Sedang","Tidak Sehat","Baik","Baik","Baik","Sedang","pm25","Tidak Sehat"
"22:00",55,104,35,14,18,73,"Sedang","Tidak Sehat","Baik","Baik","Baik","Sedang","pm25","Tidak Sehat"
"23:00",55,103,35,14,18,73,"Sedang","Tidak Sehat","Baik","Baik","Baik","Sedang","pm25","Tidak Sehat"
