"Waktu","ISPU PM10","ISPU PM2.5","ISPU SO2","ISPU CO","ISPU O3","ISPU NO2","Status By PM10","Status By PM2.5","Status By SO2","Status By CO","Status By O3","Status By NO2","Critical Parameter","Overall ISPU Status"
"00:00","16","52","24","19","18","45","Baik","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"01:00","17","52","24","19","18","45","Baik","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"02:00","17","53","24","19","18","45","Baik","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"03:00","17","53","24","18","18","45","Baik","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"04:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"05:00","16","52","24","18","18","46","Baik","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"06:00","15","50","24","18","18","46","Baik","Baik","Baik","Baik","Baik","Baik","pm25","Baik"
"07:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"08:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"09:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"10:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"11:00","15","50","24","18","18","46","Baik","Baik","Baik","Baik","Baik","Baik","pm25","Baik"
"12:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"13:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"14:00","14","47","24","17","18","46","Baik","Baik","Baik","Baik","Baik","Baik","pm25","Baik"
"15:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"16:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"17:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"18:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"19:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"20:00","13","42","24","18","18","47","Baik","Baik","Baik","Baik","Baik","Baik","no2","Baik"
"21:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"22:00","11","38","24","18","18","47","Baik","Baik","Baik","Baik","Baik","Baik","no2","Baik"
"23:00","11","36","24","19","18","47","Baik","Baik","Baik","Baik","Baik","Baik","no2","Baik"
