"Waktu","ISPU PM10","ISPU PM2.5","ISPU SO2","ISPU CO","ISPU O3","ISPU NO2","Status By PM10","Status By PM2.5","Status By SO2","Status By CO","Status By O3","Status By NO2","Critical Parameter","Overall ISPU Status"
"00:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"01:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"02:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"03:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"04:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"05:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"06:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"07:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"08:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"09:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"10:00","11","45","12","5","5","7","Baik","Baik","Baik","Baik","Baik","Baik","pm25","Baik"
"11:00","10","44","12","5","4","7","Baik","Baik","Baik","Baik","Baik","Baik","pm25","Baik"
"12:00","10","43","12","5","4","7","Baik","Baik","Baik","Baik","Baik","Baik","pm25","Baik"
"13:00","10","41","12","5","4","7","Baik","Baik","Baik","Baik","Baik","Baik","pm25","Baik"
"14:00","10","40","12","5","4","7","Baik","Baik","Baik","Baik","Baik","Baik","pm25","Baik"
"15:00","10","39","12","5","4","7","Baik","Baik","Baik","Baik","Baik","Baik","pm25","Baik"
"16:00","9","37","12","5","3","7","Baik","Baik","Baik","Baik","Baik","Baik","pm25","Baik"
"17:00","8","34","12","4","2","7","Baik","Baik","Baik","Baik","Baik","Baik","pm25","Baik"
"18:00","8","31","12","4","1","7","Baik","Baik","Baik","Baik","Baik","Baik","pm25","Baik"
"19:00","7","28","12","4","0","7","Baik","Baik","Baik","Baik","Baik","Baik","pm25","Baik"
"20:00","5","22","12","3","0","7","Baik","Baik","Baik","Baik","Baik","Baik","pm25","Baik"
"21:00","5","23","12","3","0","8","Baik","Baik","Baik","Baik","Baik","Baik","pm25","Baik"
"22:00","6","24","12","3","0","8","Baik","Baik","Baik","Baik","Baik","Baik","pm25","Baik"
"23:00","6","26","12","3","0","8","Baik","Baik","Baik","Baik","Baik","Baik","pm25","Baik"
