"Waktu","ISPU PM10","ISPU PM2.5","ISPU SO2","ISPU CO","ISPU O3","ISPU NO2","Status By PM10","Status By PM2.5","Status By SO2","Status By CO","Status By O3","Status By NO2","Critical Parameter","Overall ISPU Status"
"00:00",42,92,14,10,0,17,"Baik","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"01:00",43,93,14,10,0,17,"Baik","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"02:00",43,93,14,10,0,17,"Baik","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"03:00",41,90,14,9,0,17,"Baik","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"04:00",39,87,14,9,0,17,"Baik","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"05:00",37,85,14,8,0,17,"Baik","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"06:00",37,84,14,8,0,17,"Baik","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"07:00",36,83,14,8,0,17,"Baik","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"08:00",34,81,14,8,0,17,"Baik","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"09:00",34,80,14,8,0,17,"Baik","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"10:00",34,80,14,7,0,17,"Baik","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"11:00",34,80,14,7,0,17,"Baik","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"12:00",34,80,14,7,0,17,"Baik","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"13:00",34,81,15,7,0,17,"Baik","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"14:00",34,80,15,7,0,17,"Baik","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"15:00",35,80,15,7,0,17,"Baik","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"16:00",34,80,15,7,0,17,"Baik","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"17:00",34,80,15,7,0,17,"Baik","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"18:00",34,80,15,7,0,17,"Baik","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"19:00",34,80,15,7,0,17,"Baik","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"20:00",33,79,15,7,0,17,"Baik","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"21:00",33,78,15,7,0,17,"Baik","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"22:00",32,77,14,7,0,17,"Baik","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"23:00",30,74,14,7,0,17,"Baik","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
