"Waktu","ISPU PM10","ISPU PM2.5","ISPU SO2","ISPU CO","ISPU O3","ISPU NO2","Status By PM10","Status By PM2.5","Status By SO2","Status By CO","Status By O3","Status By NO2","Critical Parameter","Overall ISPU Status"
"00:00","9","31","19","22","14","35","Baik","Baik","Baik","Baik","Baik","Baik","hc","Baik"
"01:00","9","32","19","22","14","35","Baik","Baik","Baik","Baik","Baik","Baik","hc","Baik"
"02:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"03:00","9","33","19","21","14","35","Baik","Baik","Baik","Baik","Baik","Baik","hc","Baik"
"04:00","9","34","19","21","14","35","Baik","Baik","Baik","Baik","Baik","Baik","hc","Baik"
"05:00","9","34","19","21","14","35","Baik","Baik","Baik","Baik","Baik","Baik","hc","Baik"
"06:00","9","34","19","21","14","35","Baik","Baik","Baik","Baik","Baik","Baik","hc","Baik"
"07:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"08:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"09:00","9","32","19","21","14","35","Baik","Baik","Baik","Baik","Baik","Baik","hc","Baik"
"10:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"11:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"12:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"13:00","8","28","19","22","14","35","Baik","Baik","Baik","Baik","Baik","Baik","hc","Baik"
"14:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"15:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"16:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"17:00","8","28","19","20","14","35","Baik","Baik","Baik","Baik","Baik","Baik","hc","Baik"
"18:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"19:00","7","26","18","20","14","35","Baik","Baik","Baik","Baik","Baik","Baik","hc","Baik"
"20:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"21:00","8","27","18","19","14","35","Baik","Baik","Baik","Baik","Baik","Baik","hc","Baik"
"22:00","8","27","18","20","14","35","Baik","Baik","Baik","Baik","Baik","Baik","hc","Baik"
"23:00","8","27","18","20","13","35","Baik","Baik","Baik","Baik","Baik","Baik","hc","Baik"
