"Waktu","ISPU PM10","ISPU PM2.5","ISPU SO2","ISPU CO","ISPU O3","ISPU NO2","Status By PM10","Status By PM2.5","Status By SO2","Status By CO","Status By O3","Status By NO2","Critical Parameter","Overall ISPU Status"
"00:00","40","76","40","19","13","24","Baik","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"01:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"02:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"03:00","41","77","40","19","13","24","Baik","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"04:00","41","76","40","19","13","24","Baik","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"05:00","40","75","40","19","13","24","Baik","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"06:00","39","74","40","19","13","24","Baik","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"07:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"08:00","34","69","40","19","13","24","Baik","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"09:00","34","68","40","19","13","24","Baik","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"10:00","34","68","41","19","13","24","Baik","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"11:00","34","69","41","19","14","25","Baik","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"12:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"13:00","35","70","41","19","16","25","Baik","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"14:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"15:00","33","68","37","18","15","27","Baik","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"16:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"17:00","33","68","34","17","12","29","Baik","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"18:00","33","69","33","17","10","30","Baik","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"19:00","33","68","31","16","8","31","Baik","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"20:00","32","68","29","15","7","32","Baik","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"21:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"22:00","31","67","26","12","6","34","Baik","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"23:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
