"Waktu","ISPU PM10","ISPU PM2.5","ISPU SO2","ISPU CO","ISPU O3","ISPU NO2","Status By PM10","Status By PM2.5","Status By SO2","Status By CO","Status By O3","Status By NO2","Critical Parameter","Overall ISPU Status"
"00:00","13","46","21","12","18","37","Baik","Baik","Baik","Baik","Baik","Baik","hc","Baik"
"01:00","13","43","21","12","18","37","Baik","Baik","Baik","Baik","Baik","Baik","hc","Baik"
"02:00","12","42","21","12","18","37","Baik","Baik","Baik","Baik","Baik","Baik","hc","Baik"
"03:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"04:00","12","41","21","12","18","38","Baik","Baik","Baik","Baik","Baik","Baik","hc","Baik"
"05:00","12","41","21","12","18","38","Baik","Baik","Baik","Baik","Baik","Baik","hc","Baik"
"06:00","12","40","21","12","18","38","Baik","Baik","Baik","Baik","Baik","Baik","hc","Baik"
"07:00","11","39","21","12","18","38","Baik","Baik","Baik","Baik","Baik","Baik","hc","Baik"
"08:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"09:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"10:00","11","39","21","12","18","38","Baik","Baik","Baik","Baik","Baik","Baik","hc","Baik"
"11:00","11","40","21","12","18","38","Baik","Baik","Baik","Baik","Baik","Baik","hc","Baik"
"12:00","11","39","21","12","18","38","Baik","Baik","Baik","Baik","Baik","Baik","hc","Baik"
"13:00","11","38","21","12","18","38","Baik","Baik","Baik","Baik","Baik","Baik","hc","Baik"
"14:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"15:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"16:00","11","39","21","12","17","37","Baik","Baik","Baik","Baik","Baik","Baik","hc","Baik"
"17:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"18:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"19:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"20:00","11","40","22","12","17","37","Baik","Baik","Baik","Baik","Baik","Baik","hc","Baik"
"21:00","11","40","22","12","17","37","Baik","Baik","Baik","Baik","Baik","Baik","hc","Baik"
"22:00","11","39","22","12","17","37","Baik","Baik","Baik","Baik","Baik","Baik","hc","Baik"
"23:00","11","39","21","12","17","37","Baik","Baik","Baik","Baik","Baik","Baik","hc","Baik"
