name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"JAKARTA OBSERVATORY, ID",5/6/2023,90.9,77.5,83.9,104.8,77.5,91.9,77.5,82.2,0.041,100,4.17,rain,0,0,13,12.8,145.4,1006.9,60.9,3.3,219.6,19,8,30,2023-05-06T05:53:12,2023-05-06T17:45:33,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"JAKARTA OBSERVATORY, ID",5/7/2023,89.9,78.1,83.1,105.2,78.1,90.6,77.4,83.9,1.748,100,4.17,rain,0,0,12.1,12.8,251,1007.8,59,3.3,144.3,12.6,6,30,2023-05-07T05:53:15,2023-05-07T17:45:21,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"JAKARTA OBSERVATORY, ID",5/8/2023,92.7,77,82.6,107.6,77,88.4,76.3,82.4,0,0,0,rain,0,0,10.1,12.8,216.9,1008.3,56.6,4,178.5,15.4,7,30,2023-05-08T05:53:19,2023-05-08T17:45:10,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"JAKARTA OBSERVATORY, ID",5/9/2023,92.7,77.5,85.3,106.9,77.5,94.6,77.3,78.4,0,0,0,rain,0,0,12.1,12.5,109.2,1008.7,45.3,3.8,225.7,19.4,8,30,2023-05-09T05:53:23,2023-05-09T17:44:59,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"JAKARTA OBSERVATORY, ID",5/10/2023,93.2,79.3,86.5,105.9,79.3,98.3,78.2,77.7,0,0,0,rain,0,0,15.9,15.8,72.3,1008.7,50.8,3.5,230.4,19.9,9,60,2023-05-10T05:53:28,2023-05-10T17:44:49,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"JAKARTA OBSERVATORY, ID",5/11/2023,89.1,81.1,84.6,104.4,89.4,95.4,77.7,80,0,0,0,rain,0,0,22.8,18.3,90.5,1010.1,48.5,3.8,196,17.1,7,30,2023-05-11T05:53:33,2023-05-11T17:44:40,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"JAKARTA OBSERVATORY, ID",5/12/2023,93.2,81.1,86.8,107.6,86.9,97.8,76.8,72.8,0,0,0,,0,0,22.6,21.9,77,1010.5,41.7,4.6,228.4,19.7,8,30,2023-05-12T05:53:38,2023-05-12T17:44:31,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,WIHH,96739099999,96749099999,96751099999,96749599999,96745099999"
"JAKARTA OBSERVATORY, ID",5/13/2023,93.2,77.5,84.2,108.9,77.5,93.4,78.5,84,0.767,100,8.33,rain,0,0,20.8,10.7,135.3,1011,49.5,3.9,230.6,20.1,8,30,2023-05-13T05:53:44,2023-05-13T17:44:24,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"JAKARTA OBSERVATORY, ID",5/14/2023,93.3,78.1,84.9,98,78.1,89.6,73.2,71.2,0.002,100,4.17,rain,0,0,12.5,12.1,77.5,1011.5,43.3,4,222,19.1,8,30,2023-05-14T05:53:51,2023-05-14T17:44:17,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"96741099999,WIII,WIHH,96739099999,96749099999,96751099999,96749599999,96745099999"
"JAKARTA OBSERVATORY, ID",5/15/2023,91.4,76.5,84.4,99.2,76.5,90.6,73.5,70.7,0,0,0,rain,0,0,13,9.8,268.2,1011.3,45.6,4.1,232.2,20.1,8,10,2023-05-15T05:53:58,2023-05-15T17:44:10,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"JAKARTA OBSERVATORY, ID",5/16/2023,91.7,78.8,85.5,100.5,78.8,92.8,74.6,71.6,0,0,0,,0,0,10.7,10.6,67,1011.9,45.3,4,220.2,19.2,8,10,2023-05-16T05:54:05,2023-05-16T17:44:04,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"JAKARTA OBSERVATORY, ID",5/17/2023,91.6,77.5,85.2,101.8,77.5,92.1,74.4,71.8,0,0,0,rain,0,0,11.6,13.5,60.5,1011.8,44,4,217.4,18.9,7,10,2023-05-17T05:54:13,2023-05-17T17:43:59,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,WIHH,96739099999,96749099999,96751099999,96745099999,96749599999"
"JAKARTA OBSERVATORY, ID",5/18/2023,89.1,79.3,84.5,97.9,79.3,91.9,74.7,73.1,0,0,0,rain,0,0,13.4,8.4,87.2,1011.8,57.8,3.7,205.7,17.7,7,10,2023-05-18T05:54:21,2023-05-18T17:43:55,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96737099999,96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"JAKARTA OBSERVATORY, ID",5/19/2023,90.9,78.8,84,101.1,78.8,92.1,76.1,78.2,0.008,100,4.17,rain,0,0,13,18,120.2,1011.4,55.9,3.3,196.7,16.8,7,10,2023-05-19T05:54:30,2023-05-19T17:43:52,0,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"JAKARTA OBSERVATORY, ID",5/20/2023,90.9,78.8,84.7,101.8,78.8,93.2,76.3,76.8,0,0,0,rain,0,0,13.2,11.3,65.6,1010.7,60.6,3.6,212.8,18.4,8,30,2023-05-20T05:54:39,2023-05-20T17:43:49,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"JAKARTA OBSERVATORY, ID",5/21/2023,91.4,78.1,84.5,105.1,78.1,92.4,77,79.8,0.079,100,8.33,rain,0,0,12.1,11.4,80,1011.6,52.3,3.3,220.3,18.9,8,30,2023-05-21T05:54:48,2023-05-21T17:43:46,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"96741099999,WIII,WIHH,96739099999,96749099999,96751099999,96749599999,96745099999"
"JAKARTA OBSERVATORY, ID",5/22/2023,91.4,77.5,84.1,101.9,77.5,91.1,76,78.2,0.004,100,4.17,rain,0,0,11.6,10.3,35.6,1011.7,50,3.7,221.9,19.2,8,30,2023-05-22T05:54:58,2023-05-22T17:43:45,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"96741099999,WIII,WIHH,96739099999,96749099999,96751099999,96749599999,96745099999"
"JAKARTA OBSERVATORY, ID",5/23/2023,90.9,78.8,84.4,100.5,78.8,91.8,75.6,76.9,0,0,0,,0,0,11.4,9.8,41.5,1011.7,49.5,3.7,209.6,18,8,10,2023-05-23T05:55:08,2023-05-23T17:43:44,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"JAKARTA OBSERVATORY, ID",5/24/2023,90.2,77.5,84.1,100.3,77.5,91.8,76.1,78.2,0,0,0,rain,0,0,12.3,9.5,82.2,1012.3,45.3,3.3,202.5,17.7,7,30,2023-05-24T05:55:18,2023-05-24T17:43:44,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"JAKARTA OBSERVATORY, ID",5/25/2023,92.1,78.8,84.7,102.1,78.8,92.1,75.6,75.5,0,0,0,rain,0,0,10.3,11.4,57.9,1011.9,48.5,3.3,221.4,19,7,30,2023-05-25T05:55:29,2023-05-25T17:43:44,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"JAKARTA OBSERVATORY, ID",5/26/2023,93.2,78.1,85.4,101.4,78.1,93.3,75.3,73.3,0,0,0,rain,0,0,11,12.8,82.1,1011.1,44,3.7,213.8,18.6,8,30,2023-05-26T05:55:40,2023-05-26T17:43:45,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,WIHH,96739099999,96749099999,96751099999,96749599999,96745099999"
"JAKARTA OBSERVATORY, ID",5/27/2023,91.4,78.1,83.9,102,78.1,91.5,76.4,79.6,0.684,100,8.33,rain,0,0,11,10,84,1009.7,48.9,3.2,200.8,17.3,6,30,2023-05-27T05:55:52,2023-05-27T17:43:47,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"JAKARTA OBSERVATORY, ID",5/28/2023,90.2,77.5,83.9,103,77.5,90.9,76,78.4,0.017,100,8.33,rain,0,0,12.3,9.2,38.3,1008.9,50.5,3.4,221.1,19,8,30,2023-05-28T05:56:04,2023-05-28T17:43:50,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"JAKARTA OBSERVATORY, ID",5/29/2023,90.9,79.3,84.9,102.7,79.3,93.5,76.4,76.9,0.001,100,4.17,rain,0,0,11.2,11.4,18.7,1009.5,59.2,3.5,183.8,15.8,7,10,2023-05-29T05:56:16,2023-05-29T17:43:53,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"96741099999,WIII,WIHH,96739099999,96749099999,96751099999,96749599999,96745099999"
"JAKARTA OBSERVATORY, ID",5/30/2023,90.9,78.8,84.4,103.1,78.8,93,76.8,79,0,0,0,rain,0,0,13,14.5,1.8,1010,61.2,3.2,203.6,17.7,7,30,2023-05-30T05:56:28,2023-05-30T17:43:56,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"JAKARTA OBSERVATORY, ID",5/31/2023,91.4,76.5,84.4,101,76.5,91,75,75,0,0,0,rain,0,0,18.3,8.5,70.7,1009.7,44.2,3.5,227.7,19.6,8,30,2023-05-31T05:56:41,2023-05-31T17:44:00,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"JAKARTA OBSERVATORY, ID",6/1/2023,91.4,77.5,84.3,102.5,77.5,91.6,74.7,73.9,0,0,0,rain,0,0,11.9,15.7,64.6,1009.7,44,3.9,223.7,19.3,8,10,2023-06-01T05:56:54,2023-06-01T17:44:05,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,WIHH,96739099999,96749099999,96751099999,96749599999,96745099999"
"JAKARTA OBSERVATORY, ID",6/2/2023,93.4,77.5,85.5,104.9,77.5,93.6,75.5,73.5,0,0,0,rain,0,0,14.8,14.5,88.5,1009.8,46.4,3.9,231.6,19.9,8,30,2023-06-02T05:57:07,2023-06-02T17:44:11,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"JAKARTA OBSERVATORY, ID",6/3/2023,91.5,78.1,85.5,101.8,78.1,94.3,76,74.6,0,0,0,rain,0,0,12.5,11.8,78.3,1010.3,49.3,3.7,228.5,19.8,8,30,2023-06-03T05:57:20,2023-06-03T17:44:17,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"JAKARTA OBSERVATORY, ID",6/4/2023,91.4,79.3,85.1,101.4,79.3,93.9,76.2,75.8,0,0,0,rain,0,0,13.4,13.9,50.7,1009.6,46.1,3.7,215.1,18.5,8,30,2023-06-04T05:57:34,2023-06-04T17:44:23,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,WIHH,96739099999,96749099999,96751099999,96749599999,96745099999"
"JAKARTA OBSERVATORY, ID",6/5/2023,91.4,78.1,84.6,103.6,78.1,93,76.1,76.8,0.016,100,4.17,rain,0,0,12.3,11.3,20.7,1009.1,51.9,3.6,205,17.8,7,30,2023-06-05T05:57:48,2023-06-05T17:44:30,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"JAKARTA OBSERVATORY, ID",6/6/2023,88.3,77.5,81.6,97.9,77.5,87.1,75.9,83.6,0.081,100,4.17,rain,0,0,14.8,11.1,183.2,1009.7,60.7,3.3,203.3,17.5,8,10,2023-06-06T05:58:01,2023-06-06T17:44:38,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"JAKARTA OBSERVATORY, ID",6/7/2023,92.7,77,84,102.8,77,89.9,75,75.9,0.001,100,4.17,rain,0,0,16.8,15.3,83.1,1010.2,43.3,3.4,198.5,17.2,7,30,2023-06-07T05:58:15,2023-06-07T17:44:46,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"96741099999,WIII,WIHH,96739099999,96749099999,96751099999,96749599999,96745099999"
"JAKARTA OBSERVATORY, ID",6/8/2023,92.7,76.3,84.7,102.1,76.3,92.5,75.9,76.8,0.004,100,4.17,rain,0,0,24.2,17.6,74.2,1010.6,49.5,3.9,207.6,17.9,7,30,2023-06-08T05:58:29,2023-06-08T17:44:55,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"JAKARTA OBSERVATORY, ID",6/9/2023,92,76.3,84.7,101.1,76.3,92,75.6,76,0,0,0,rain,0,0,15.9,16.9,74.8,1009.7,38,3.8,237.5,20.6,8,10,2023-06-09T05:58:44,2023-06-09T17:45:04,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"JAKARTA OBSERVATORY, ID",6/10/2023,90.9,78.1,84.9,101.1,78.1,93,75.8,75.6,0,0,0,rain,0,0,13.4,9.2,79.2,1009.1,45.4,3.7,220.8,19,8,30,2023-06-10T05:58:58,2023-06-10T17:45:13,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"JAKARTA OBSERVATORY, ID",6/11/2023,93.9,76.3,84.9,99,76.3,90.8,73.8,71.8,0,0,0,rain,0,0,11.6,9.5,69.1,1009.2,41.9,3.7,238.3,20.6,8,10,2023-06-11T05:59:12,2023-06-11T17:45:23,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,WIHH,96739099999,96749099999,96751099999,96749599999,96745099999"
"JAKARTA OBSERVATORY, ID",6/12/2023,91.6,77.5,85.1,101.2,77.5,92.9,75.3,73.9,0.001,100,4.17,rain,0,0,15.4,14.9,89.3,1009.7,46.5,3.8,230.5,19.9,8,30,2023-06-12T05:59:26,2023-06-12T17:45:33,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"96741099999,WIII,WIHH,96739099999,96749099999,96751099999,96749599999,96745099999"
"JAKARTA OBSERVATORY, ID",6/13/2023,93.4,78.1,85.6,106.7,78.1,95.3,76.8,76.2,0.005,100,4.17,rain,0,0,17.7,14.1,95.7,1009.4,46.1,3.6,222,19.3,8,30,2023-06-13T05:59:40,2023-06-13T17:45:44,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"JAKARTA OBSERVATORY, ID",6/14/2023,92.7,78.8,84.3,103.7,78.8,92,76.5,78.7,0,0,0,rain,0,0,18.1,13.9,126.1,1010.5,53.8,3.4,165.5,14.3,6,30,2023-06-14T05:59:55,2023-06-14T17:45:55,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"JAKARTA OBSERVATORY, ID",6/15/2023,91.4,77.5,84.4,101,77.5,91.4,75.4,76,0.001,100,4.17,rain,0,0,17.4,15.3,61.9,1010.2,45.7,3.5,199.8,17.4,7,30,2023-06-15T06:00:09,2023-06-15T17:46:06,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"96741099999,WIII,WIHH,96739099999,96749099999,96751099999,96749599999,96745099999"
"JAKARTA OBSERVATORY, ID",6/16/2023,83.5,75.7,78.6,93.2,75.7,79.4,76.1,92,1.586,100,16.67,rain,0,0,13.6,8.3,205.9,1010.7,71.9,2.9,131.2,11.2,6,10,2023-06-16T06:00:23,2023-06-16T17:46:18,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"96741099999,WIII,WIHH,96739099999,96749099999,96751099999,96749599999,96745099999"
"JAKARTA OBSERVATORY, ID",6/17/2023,87.9,75.2,81.1,98.2,75.2,85.6,75.6,84,0,0,0,,0,0,12.3,9.1,199.6,1010.4,57.7,3.6,195,16.9,7,30,2023-06-17T06:00:37,2023-06-17T17:46:30,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"JAKARTA OBSERVATORY, ID",6/18/2023,89.1,77.5,82.5,101.3,77.5,88.9,76.8,83.7,0.016,100,4.17,rain,0,0,14.5,9.2,48.2,1010.1,50,3.6,216.5,18.8,8,30,2023-06-18T06:00:51,2023-06-18T17:46:42,0,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"JAKARTA OBSERVATORY, ID",6/19/2023,89.6,77,80.7,103.1,77,85.7,76.5,87.6,1.047,100,12.5,rain,0,0,12.5,7.9,244.1,1010.5,67.3,3.5,175.6,15.2,8,30,2023-06-19T06:01:04,2023-06-19T17:46:55,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"JAKARTA OBSERVATORY, ID",6/20/2023,91.4,75.2,83.6,101.2,75.2,90,75.3,77.7,0,0,0,rain,0,0,12.5,12.1,86.2,1010.5,45.2,3.8,223.3,19.3,8,30,2023-06-20T06:01:18,2023-06-20T17:47:07,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96737099999,96741099999,WIII,WIHH,96739099999,96749099999,96751099999,96749599999,96745099999"
"JAKARTA OBSERVATORY, ID",6/21/2023,90.9,79.9,84.5,104.3,79.9,94,77.1,79.4,0,0,0,rain,0,0,13.4,11.1,57.3,1010.5,55.6,3.3,205.6,17.8,8,30,2023-06-21T06:01:31,2023-06-21T17:47:20,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"JAKARTA OBSERVATORY, ID",6/22/2023,92,77,84.3,105.5,77,91.8,76.2,77.8,0.115,100,4.17,rain,0,0,14.3,14.2,50.2,1009.7,51.8,3.3,219,18.9,8,30,2023-06-22T06:01:44,2023-06-22T17:47:33,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"JAKARTA OBSERVATORY, ID",6/23/2023,91.5,78.8,84.7,102.4,78.8,92.8,76.4,77.6,0.038,100,4.17,rain,0,0,11.2,9.4,82.4,1009.3,57.3,3.6,180.7,15.5,6,30,2023-06-23T06:01:57,2023-06-23T17:47:47,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"96741099999,WIII,WIHH,96739099999,96749099999,96751099999,96749599999,96745099999"
"JAKARTA OBSERVATORY, ID",6/24/2023,90.9,78.8,84.1,103.6,78.8,92.6,76.9,79.8,0.004,100,4.17,rain,0,0,11.2,8.1,328.4,1008.9,58.9,3.4,213.2,18.5,8,30,2023-06-24T06:02:10,2023-06-24T17:48:00,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"96741099999,WIII,WIHH,96739099999,96749099999,96751099999,96749599999,96745099999"
"JAKARTA OBSERVATORY, ID",6/25/2023,90.3,77,82.2,100.4,77,87.6,76.1,82.7,1.34,100,20.83,rain,0,0,30,12.1,156.5,1008.7,59.9,3.3,207.7,18.2,8,30,2023-06-25T06:02:22,2023-06-25T17:48:14,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"JAKARTA OBSERVATORY, ID",6/26/2023,89.1,75.2,82.4,99.5,75.2,88.1,75.3,80.3,0,0,0,rain,0,0,11.6,10.7,351.6,1009.5,47.7,3.5,200.4,17.4,7,10,2023-06-26T06:02:34,2023-06-26T17:48:27,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"JAKARTA OBSERVATORY, ID",6/27/2023,90.9,75.2,82.8,102,75.2,88.1,75,78.6,0.015,100,12.5,rain,0,0,11,11.1,255,1010.4,55.2,3.6,205.2,17.9,7,10,2023-06-27T06:02:46,2023-06-27T17:48:41,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"JAKARTA OBSERVATORY, ID",6/28/2023,91.9,75.7,84,101.3,75.7,89.4,73.8,73.1,0.001,100,4.17,rain,0,0,11.2,12.1,46.7,1010.9,49.4,4.1,217.5,18.8,7,10,2023-06-28T06:02:57,2023-06-28T17:48:55,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"96741099999,WIII,WIHH,96739099999,96749099999,96751099999,96749599999,96745099999"
"JAKARTA OBSERVATORY, ID",6/29/2023,90.9,77,83.6,102,77,89.6,75.6,78.2,1.217,100,8.33,rain,0,0,12.1,11,234.6,1010.4,55.9,4.2,213.3,18.4,8,10,2023-06-29T06:03:08,2023-06-29T17:49:08,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"96741099999,WIII,WIHH,96739099999,96749099999,96751099999,96749599999,96745099999"
"JAKARTA OBSERVATORY, ID",6/30/2023,91.1,78.8,84.3,104.6,78.8,91,75.4,75.7,0,0,0,rain,0,0,12.8,12.5,64.3,1009.9,54.2,4.2,211.2,18.1,7,30,2023-06-30T06:03:18,2023-06-30T17:49:22,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96737099999,96741099999,WIII,WIHH,96739099999,96749099999,96751099999,96749599999,96745099999"
"JAKARTA OBSERVATORY, ID",7/1/2023,90.9,77.5,83.1,102,77.5,89.9,76,80.1,0,0,0,rain,0,0,13.6,8.7,278.7,1010.6,54.7,3.4,203.4,17.6,7,30,2023-07-01T06:03:28,2023-07-01T17:49:36,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"JAKARTA OBSERVATORY, ID",7/2/2023,90.9,77.5,83.8,101,77.5,91.9,76.1,78.3,0,0,0,rain,0,0,15.7,13.1,30.2,1011.5,54,3.7,199.2,17.2,7,10,2023-07-02T06:03:38,2023-07-02T17:49:49,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"JAKARTA OBSERVATORY, ID",7/3/2023,90.9,78.8,83.9,100.5,78.8,90.4,75.3,76.5,0,0,0,rain,0,0,12.5,10.1,336.5,1010.4,49.2,3.6,204.4,17.5,7,10,2023-07-03T06:03:47,2023-07-03T17:50:03,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,WIHH,96739099999,96749099999,96751099999,96749599999,96745099999"
"JAKARTA OBSERVATORY, ID",7/4/2023,89.7,77,83.1,100,77,89.3,74.9,77.2,0,0,0,rain,0,0,11,9.8,263.4,1009.6,49.2,4,207.2,17.9,7,10,2023-07-04T06:03:56,2023-07-04T17:50:16,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"JAKARTA OBSERVATORY, ID",7/5/2023,91.4,75.7,83.5,102,75.7,90.2,75.2,77.5,0.001,100,4.17,rain,0,0,12.1,13.3,93.7,1009.2,47.6,3.3,215.4,18.6,8,10,2023-07-05T06:04:04,2023-07-05T17:50:29,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"JAKARTA OBSERVATORY, ID",7/6/2023,85.5,77.5,81.4,95.3,77.5,87.5,76.4,84.9,0.195,100,12.5,rain,0,0,15.2,6.9,256.7,1010.8,57.1,3.3,177.1,15.3,7,30,2023-07-06T06:04:11,2023-07-06T17:50:43,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"JAKARTA OBSERVATORY, ID",7/7/2023,87.8,75.7,80,100.2,75.7,82.7,75.7,87.2,0.055,100,16.67,rain,0,0,18.3,11.1,102.2,1011.8,55.6,3,193.2,16.8,7,10,2023-07-07T06:04:18,2023-07-07T17:50:56,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"JAKARTA OBSERVATORY, ID",7/8/2023,89.6,75.2,81.6,100.6,75.2,86,75,81.4,0.009,100,4.17,rain,0,0,16.6,14.7,73,1011.7,60.8,3.4,174.5,15.1,6,30,2023-07-08T06:04:25,2023-07-08T17:51:08,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"JAKARTA OBSERVATORY, ID",7/9/2023,90.9,75.2,83.1,99.1,75.2,88.5,74.6,77,0,0,0,,0,0,17,16.9,83.1,1009.9,49.9,3.8,219.5,18.9,8,10,2023-07-09T06:04:31,2023-07-09T17:51:21,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
