name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"JAKARTA OBSERVATORY, ID",1/1/2022,90.1,77,83.5,99.7,77,89.5,75.3,77.5,0.019,100,4.17,rain,0,0,23,13.4,262.2,1009.6,50.9,4.2,249.2,20.6,9,,2022-01-01T05:41:58,2022-01-01T18:10:18,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"96741099999,WIII,WIHH,96739099999,96749099999,96751099999,96749599999,96745099999"
"JAKARTA OBSERVATORY, ID",1/2/2022,90.9,77,82.6,99.9,77,88,75.1,79.3,0,0,0,,0,0,19,13.9,266.1,1009.2,49.8,4.3,220.2,19,7,,2022-01-02T05:42:29,2022-01-02T18:10:44,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"JAKARTA OBSERVATORY, ID",1/3/2022,93.7,74.7,83.8,101.4,74.7,88.7,73.2,72.4,0,0,0,,0,0,11.4,13,289,1008.9,43.1,4.1,283.9,24.5,9,,2022-01-03T05:42:59,2022-01-03T18:11:08,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,WIHH,96739099999,96749099999,96751099999,96749599999,96745099999"
"JAKARTA OBSERVATORY, ID",1/4/2022,90.9,75.2,83,99.3,75.2,89,74.1,75.4,0,0,0,,0,0,11.2,11.2,329.5,1009.9,43.4,3.9,291.8,25.1,10,,2022-01-04T05:43:30,2022-01-04T18:11:32,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"JAKARTA OBSERVATORY, ID",1/5/2022,90.9,77,83.9,102,77,90.7,75.5,77.3,1.102,100,4.17,rain,0,0,12.1,8.9,335.5,1009.8,47.8,3.4,255.1,22.1,8,,2022-01-05T05:44:00,2022-01-05T18:11:56,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"JAKARTA OBSERVATORY, ID",1/6/2022,89.6,77,81.7,103.3,77,87,77.2,87,0.529,100,16.67,rain,0,0,17,11.2,308.8,1010.5,61.5,3.2,226.3,19.5,8,,2022-01-06T05:44:31,2022-01-06T18:12:19,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"JAKARTA OBSERVATORY, ID",1/7/2022,93.7,75.7,82.6,103.8,75.7,86.6,74.8,79.2,0.014,100,12.5,rain,0,0,19.2,10.9,245.9,1010.8,53.4,3.8,233.4,20.1,8,,2022-01-07T05:45:01,2022-01-07T18:12:41,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"JAKARTA OBSERVATORY, ID",1/8/2022,90.1,75.7,83.2,100.9,75.7,89,75.7,79.4,0,0,0,,0,0,14.8,12.8,295.5,1009.9,52.1,3.7,266.6,23.1,9,,2022-01-08T05:45:30,2022-01-08T18:13:02,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"JAKARTA OBSERVATORY, ID",1/9/2022,89.6,77.5,83.9,100.8,77.5,91.2,76,78.1,0,0,0,,0,0,19,17.9,286,1009.2,53.5,3.9,218.9,18.9,8,,2022-01-09T05:46:00,2022-01-09T18:13:23,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"JAKARTA OBSERVATORY, ID",1/10/2022,88.5,77.5,82.3,101,77.5,88.4,76.2,82.5,0.438,100,8.33,rain,0,0,19,12.5,295.9,1009.2,55.6,3.9,235.5,20.2,8,,2022-01-10T05:46:29,2022-01-10T18:13:43,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"JAKARTA OBSERVATORY, ID",1/11/2022,88.5,75.2,79.9,101,75.2,83.2,75.9,88.4,2.466,100,25,rain,0,0,22.6,12.5,272.1,1011.1,70.2,3.4,143.7,12.4,6,,2022-01-11T05:46:58,2022-01-11T18:14:02,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"96737099999,96741099999,WIII,WIHH,96739099999,96749099999,96751099999,96749599999,96745099999"
"JAKARTA OBSERVATORY, ID",1/12/2022,88,75.2,79.7,98.8,75.2,83.7,75.6,88,0.77,100,12.5,rain,0,0,32.2,14.6,295,1011.1,65.7,3.6,205,17.6,7,,2022-01-12T05:47:26,2022-01-12T18:14:20,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"JAKARTA OBSERVATORY, ID",1/13/2022,87.3,75.2,80.7,97.6,75.2,86.3,75.7,85.4,0.034,100,12.5,rain,0,0,17,15,309.7,1011,56.5,3.9,130.6,11.3,6,,2022-01-13T05:47:54,2022-01-13T18:14:38,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"96741099999,WIII,WIHH,96739099999,96749099999,96751099999,96749599999,96745099999"
"JAKARTA OBSERVATORY, ID",1/14/2022,84.3,75.2,80.2,94.2,75.2,85,75.9,87,0.53,100,8.33,rain,0,0,17.9,12.1,306.2,1010.8,59,3.5,224.4,19.4,8,,2022-01-14T05:48:22,2022-01-14T18:14:55,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"JAKARTA OBSERVATORY, ID",1/15/2022,84.2,75.2,80.4,93.5,75.2,85.5,76.2,87.3,0.144,100,8.33,rain,0,0,18.8,10.3,293.4,1010.7,65.5,3.7,167.9,14.5,6,,2022-01-15T05:48:49,2022-01-15T18:15:11,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"96741099999,WIII,WIHH,96739099999,96749099999,96751099999,96749599999,96745099999"
"JAKARTA OBSERVATORY, ID",1/16/2022,84.2,77,80.9,94.7,77,86.3,77.6,90.1,0.465,100,8.33,rain,0,0,17.2,9.1,304.6,1010.1,54.3,3.1,206.1,17.6,7,,2022-01-16T05:49:16,2022-01-16T18:15:26,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"JAKARTA OBSERVATORY, ID",1/17/2022,87.8,77,82.1,99.9,77,88.6,76.9,85.2,0.246,100,16.67,rain,0,0,18.6,13.7,308,1009.7,66,3.7,235.3,20.3,9,,2022-01-17T05:49:42,2022-01-17T18:15:40,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"96741099999,WIII,WIHH,96739099999,96749099999,96751099999,96749599999,96745099999"
"JAKARTA OBSERVATORY, ID",1/18/2022,82.7,75.2,79,90.9,75.2,81.2,76.4,92,6.397,100,29.17,rain,0,0,25.3,13.4,305.5,1009.5,73.9,3.2,160.2,13.8,5,,2022-01-18T05:50:08,2022-01-18T18:15:53,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"96737099999,96741099999,WIII,WIHH,96739099999,96749099999,96751099999,96745099999,96749599999"
"JAKARTA OBSERVATORY, ID",1/19/2022,86.7,75.2,80.6,97.5,75.2,84.9,75.7,85.8,2.124,100,16.67,rain,0,0,34.4,17.7,294.3,1008.7,71.8,3.8,235.2,20.2,8,,2022-01-19T05:50:33,2022-01-19T18:16:06,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"96741099999,WIII,WIHH,96739099999,96749099999,96751099999,96749599999,96745099999"
"JAKARTA OBSERVATORY, ID",1/20/2022,85.5,75.2,78.5,93.7,75.2,79.9,74.2,87.1,0.006,100,8.33,rain,0,0,19.5,9.4,248.9,1009.6,59.1,3.9,84.3,7.2,4,,2022-01-20T05:50:58,2022-01-20T18:16:17,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"JAKARTA OBSERVATORY, ID",1/21/2022,87.8,75.2,81.3,97.6,75.2,86.4,75,82,0.02,100,8.33,rain,0,0,20.8,14.6,286.4,1009.3,54.2,3.9,238.4,20.6,8,,2022-01-21T05:51:22,2022-01-21T18:16:28,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"JAKARTA OBSERVATORY, ID",1/22/2022,87.3,75.2,80.9,97.6,75.2,85.8,75.7,85,0.352,100,16.67,rain,0,0,13.2,10.3,278.7,1009.5,57.6,3.7,97.3,8.4,6,,2022-01-22T05:51:46,2022-01-22T18:16:37,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"JAKARTA OBSERVATORY, ID",1/23/2022,91.6,77,84.2,104.6,77,90.9,75.4,76.2,0,0,0,,0,0,17.2,15.8,277.9,1008.5,46.9,4,237.4,20.6,8,,2022-01-23T05:52:09,2022-01-23T18:16:46,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,WIHH,96739099999,96749099999,96751099999,96749599999,96745099999"
"JAKARTA OBSERVATORY, ID",1/24/2022,93.9,77,84.6,107,77,91.2,75,74.4,0,0,0,,0,0,22.6,18,250.9,1007.5,43.9,4.3,270.8,23.4,9,,2022-01-24T05:52:31,2022-01-24T18:16:54,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"JAKARTA OBSERVATORY, ID",1/25/2022,89.1,77,83.5,100.8,77,91.2,76.2,79.2,0.192,100,8.33,rain,0,0,21.9,15.5,267.2,1007.8,50.3,4.6,207.8,17.9,7,,2022-01-25T05:52:53,2022-01-25T18:17:01,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"JAKARTA OBSERVATORY, ID",1/26/2022,86,76.5,81,97.8,76.5,85.9,76.6,86.9,0.029,100,8.33,rain,0,0,17.7,8.2,280.8,1008.7,61,3.9,186.9,16.1,7,,2022-01-26T05:53:14,2022-01-26T18:17:07,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"JAKARTA OBSERVATORY, ID",1/27/2022,90.3,75.7,82.8,99,75.7,88.9,75.7,80.4,0,0,0,,0,0,19.7,12.8,304.8,1009.1,49.3,4,248.2,21.6,9,,2022-01-27T05:53:34,2022-01-27T18:17:12,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,WIHH,96739099999,96749099999,96751099999,96749599999,96745099999"
"JAKARTA OBSERVATORY, ID",1/28/2022,90.9,77,81.6,104.2,77,86.1,75.6,83.1,0.192,100,8.33,rain,0,0,18.8,11.2,273.3,1009.6,50.2,3.8,229.5,19.9,9,,2022-01-28T05:53:54,2022-01-28T18:17:16,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"JAKARTA OBSERVATORY, ID",1/29/2022,89.1,75.7,82.1,100.2,75.7,87.4,75.4,81.2,0,0,0,,0,0,14.3,12.4,321.4,1009.5,46.3,3.4,199,17.4,7,,2022-01-29T05:54:13,2022-01-29T18:17:19,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"JAKARTA OBSERVATORY, ID",1/30/2022,89.1,77,82.5,100.8,77,88.7,75.5,79.9,0,0,0,,0,0,14.5,11.2,295.1,1009.2,51.1,3.2,245.1,21.2,9,,2022-01-30T05:54:31,2022-01-30T18:17:21,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"JAKARTA OBSERVATORY, ID",1/31/2022,89.1,77,83,101.8,77,89.2,75.1,77.8,0,0,0,,0,0,18.3,10.3,316.2,1009.1,54.6,3.7,201.1,17.4,8,,2022-01-31T05:54:49,2022-01-31T18:17:22,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"JAKARTA OBSERVATORY, ID",2/1/2022,89.1,77.5,83,100.8,77.5,90,76.3,81.2,0,0,0,,0,0,14.8,10.2,317.6,1008.5,53.6,3.7,281,24.3,9,,2022-02-01T05:55:06,2022-02-01T18:17:22,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"JAKARTA OBSERVATORY, ID",2/2/2022,88.5,75.2,81.6,98.8,75.2,87.1,75.5,82.6,0.18,100,8.33,rain,0,0,15,13.9,332.9,1009.6,61.3,3.9,212.3,18.3,7,,2022-02-02T05:55:22,2022-02-02T18:17:22,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"JAKARTA OBSERVATORY, ID",2/3/2022,89.8,77.5,83.6,99.7,77.5,90.9,76.1,78.9,0.04,100,8.33,rain,0,0,13.4,9.5,342.9,1009.1,45.5,3.9,188,16.3,6,,2022-02-03T05:55:37,2022-02-03T18:17:20,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"JAKARTA OBSERVATORY, ID",2/4/2022,87.8,75.2,80.4,99.1,75.2,84.6,75.8,86.9,3.991,100,20.83,rain,0,0,17,12.6,293.3,1008.3,67.8,3.4,246.7,21.5,9,,2022-02-04T05:55:52,2022-02-04T18:17:17,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"JAKARTA OBSERVATORY, ID",2/5/2022,83.9,75.2,79.1,93.6,75.2,82.1,75.8,89.8,1.696,100,12.5,rain,0,0,18.6,12.8,255.2,1008.7,61.7,3.7,130.7,11.2,6,,2022-02-05T05:56:06,2022-02-05T18:17:14,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"JAKARTA OBSERVATORY, ID",2/6/2022,87.8,76.5,81.7,98.1,76.5,86.7,75.6,82.5,0.003,100,8.33,rain,0,0,31.3,15.6,289.2,1008.1,59.6,3.9,184.4,15.9,7,,2022-02-06T05:56:20,2022-02-06T18:17:09,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"JAKARTA OBSERVATORY, ID",2/7/2022,87.8,77,81.9,97.8,77,86.8,76.1,83.6,0.521,100,16.67,rain,0,0,19.2,11.1,327.1,1008.3,63.6,3.8,193,16.7,7,,2022-02-07T05:56:32,2022-02-07T18:17:04,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"JAKARTA OBSERVATORY, ID",2/8/2022,81.8,77.3,79.6,89.2,77.3,81.9,77,91.8,2.671,100,20.83,rain,0,0,18.1,6.3,155.7,1009.3,68.8,3.2,195.4,16.9,7,,2022-02-08T05:56:44,2022-02-08T18:16:58,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"JAKARTA OBSERVATORY, ID",2/9/2022,87.8,76.7,81.1,99.9,76.7,85.2,75.4,83.3,0.049,100,12.5,rain,0,0,42.5,23,278.7,1009.3,62,3.7,226,19.6,8,,2022-02-09T05:56:55,2022-02-09T18:16:51,0.26,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"JAKARTA OBSERVATORY, ID",2/10/2022,87.1,75.2,80.9,98.2,75.2,85,74.1,80.7,0,0,0,,0,0,27.7,13.9,257.5,1008.2,61.1,3.9,128.5,11.1,5,,2022-02-10T05:57:06,2022-02-10T18:16:43,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96737099999,96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"JAKARTA OBSERVATORY, ID",2/11/2022,86,75.2,81.7,97.2,75.2,87.2,75.1,81,0.015,100,4.17,rain,0,0,21.9,11.4,277.4,1007.6,56,3.7,269.3,23.2,9,,2022-02-11T05:57:16,2022-02-11T18:16:34,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"JAKARTA OBSERVATORY, ID",2/12/2022,86,77.5,82.2,97.8,77.5,89.2,76.3,82.8,0,0,0,,0,0,19.5,9,293.4,1006.7,58.8,3.6,205.4,17.7,9,,2022-02-12T05:57:25,2022-02-12T18:16:24,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"JAKARTA OBSERVATORY, ID",2/13/2022,86.7,75.7,80.8,98.3,75.7,85,75.8,85.3,0,0,0,,0,0,17.4,13.4,295,1006.6,60.4,3.5,183.5,15.9,9,,2022-02-13T05:57:33,2022-02-13T18:16:14,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"JAKARTA OBSERVATORY, ID",2/14/2022,85.5,75.7,79.5,94.4,75.7,82,74.7,85.9,0.924,100,8.33,rain,0,0,13.4,11.1,233.4,1008,53.2,3.5,190.9,16.4,8,,2022-02-14T05:57:41,2022-02-14T18:16:02,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"JAKARTA OBSERVATORY, ID",2/15/2022,92.1,76.8,81.6,102.7,76.8,86.2,75.4,82.8,0.082,100,4.17,rain,0,0,13,11.2,318.7,1007.9,54.4,3.5,199.5,17.2,7,,2022-02-15T05:57:48,2022-02-15T18:15:50,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"JAKARTA OBSERVATORY, ID",2/16/2022,90.9,75.7,82.7,102.4,75.7,87.4,75.3,80,1.846,100,4.17,rain,0,0,14.5,20.8,18.4,1006.4,54.3,3.5,257.4,22.2,9,,2022-02-16T05:57:55,2022-02-16T18:15:37,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"JAKARTA OBSERVATORY, ID",2/17/2022,87.3,75.2,81.3,99.1,75.2,86.5,75.7,83.8,0.001,100,4.17,rain,0,0,17.4,8.8,265.1,1006.7,56.2,3.6,208.9,18.2,7,,2022-02-17T05:58:00,2022-02-17T18:15:24,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"JAKARTA OBSERVATORY, ID",2/18/2022,85.5,77.5,81,96.1,77.5,86,76.5,86.6,0.11,100,12.5,rain,0,0,12.5,6.3,0.5,1008.5,58.9,3.1,99.1,8.6,4,,2022-02-18T05:58:06,2022-02-18T18:15:09,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"JAKARTA OBSERVATORY, ID",2/19/2022,88,77,81.2,99.4,77,86.5,76.2,85.4,0.091,100,8.33,rain,0,0,13.9,11.4,341.4,1009.4,53.5,3.5,239.5,20.7,8,,2022-02-19T05:58:10,2022-02-19T18:14:54,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"JAKARTA OBSERVATORY, ID",2/20/2022,86,77.5,81.8,97.2,77.5,88.3,76.7,84.9,0.034,100,4.17,rain,0,0,15.4,12.4,313.4,1009.6,56.7,3.6,204,17.4,8,,2022-02-20T05:58:14,2022-02-20T18:14:38,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"JAKARTA OBSERVATORY, ID",2/21/2022,90.9,75.2,82.8,101.2,75.2,88.6,74.6,77.4,0,0,0,,0,0,15,10.7,318.6,1009.2,56.8,3.8,236.1,20.2,9,,2022-02-21T05:58:17,2022-02-21T18:14:21,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"JAKARTA OBSERVATORY, ID",2/22/2022,93.1,75.2,83.9,103.1,75.2,90.4,75,76,0.117,100,4.17,rain,0,0,18.8,12.1,286.3,1009.8,52.5,4.1,255.4,21.9,9,,2022-02-22T05:58:20,2022-02-22T18:14:04,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"JAKARTA OBSERVATORY, ID",2/23/2022,89.1,75.2,82,99.4,75.2,87.1,74.5,78.9,0.623,100,12.5,rain,0,0,19.5,18.3,283.7,1010.5,57.3,3.9,200.6,17.2,7,,2022-02-23T05:58:22,2022-02-23T18:13:46,0.73,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"JAKARTA OBSERVATORY, ID",2/24/2022,90.7,73.4,82,96.5,73.4,85.1,71.8,73.6,0.12,100,12.5,rain,0,0,21.9,17,254.1,1010.5,54,4.2,139.2,12.1,6,,2022-02-24T05:58:23,2022-02-24T18:13:27,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"JAKARTA OBSERVATORY, ID",2/25/2022,85.7,75.2,80.2,92.5,75.2,82.7,73.4,80.5,0.119,100,8.33,rain,0,0,19.7,13.1,246.3,1010.3,60.1,4,118.7,10.3,5,,2022-02-25T05:58:24,2022-02-25T18:13:08,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"JAKARTA OBSERVATORY, ID",2/26/2022,87.8,76.8,80.5,96.4,76.8,83.5,74,81.5,0.002,100,8.33,rain,0,0,38,18.6,252.2,1009.8,56.4,4.1,160.1,13.9,7,,2022-02-26T05:58:24,2022-02-26T18:12:48,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"JAKARTA OBSERVATORY, ID",2/27/2022,86.7,75.2,80.8,96.3,75.2,84.6,74.7,82.4,0.045,100,4.17,rain,0,0,27.1,17.2,263.2,1009.6,45.5,4.2,212.2,18.4,8,,2022-02-27T05:58:24,2022-02-27T18:12:28,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"96737099999,96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"JAKARTA OBSERVATORY, ID",2/28/2022,86.9,77,81.6,96.5,77,86.6,75.5,82.5,0.147,100,12.5,rain,0,0,23.7,16.8,261.6,1009,54.1,4.1,220.2,19.1,9,,2022-02-28T05:58:23,2022-02-28T18:12:06,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"JAKARTA OBSERVATORY, ID",3/1/2022,84.2,73.9,78.7,92.5,73.9,81.2,75.1,89.1,0.641,100,16.67,rain,0,0,25.1,15,257.4,1009.4,66.8,3.6,185.3,16.2,8,,2022-03-01T05:58:22,2022-03-01T18:11:45,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"JAKARTA OBSERVATORY, ID",3/2/2022,88,75.2,81.2,99.9,75.2,85.8,75.5,83.7,0.248,100,8.33,rain,0,0,35.8,17.4,264.1,1008.9,50.7,4,197,17.2,6,,2022-03-02T05:58:21,2022-03-02T18:11:23,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"JAKARTA OBSERVATORY, ID",3/3/2022,90.9,75.2,82.8,102.6,75.2,89,75.2,78.7,0,0,0,,0,0,21.3,17.8,279.8,1008.4,48.9,4.3,243.1,20.9,9,,2022-03-03T05:58:18,2022-03-03T18:11:00,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"JAKARTA OBSERVATORY, ID",3/4/2022,89.1,75.2,82.4,98.7,75.2,87.9,75.3,80.2,0.131,100,8.33,rain,0,0,21.9,12.4,275.6,1009.3,63.3,3.9,111.5,9.7,4,,2022-03-04T05:58:16,2022-03-04T18:10:37,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"JAKARTA OBSERVATORY, ID",3/5/2022,90.9,75.2,81.1,101.1,75.2,85.2,74.8,82,0.479,100,8.33,rain,0,0,41.4,18.3,242.4,1009,54.9,4,201.3,17.4,9,,2022-03-05T05:58:13,2022-03-05T18:10:13,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"96737099999,96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"JAKARTA OBSERVATORY, ID",3/6/2022,89.1,77,81.3,100.2,77,85.7,75,81.8,0.024,100,8.33,rain,0,0,32.2,18.3,250,1008.7,61.8,4,203.8,17.7,8,,2022-03-06T05:58:09,2022-03-06T18:09:49,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"96737099999,96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
