ISPU PM2.5,prediksi_pm25,residual,abs_error,kategori_aktual,kategori_prediksi
77.246254,77.08673,0.15952301,0.15952301,Sedang,Sedang
91.96519,75.840775,16.124413,16.124413,Sedang,Sedang
107.00482,89.48137,17.523453,17.523453,Tidak Sehat,Sedang
47.425842,98.40608,-50.98024,50.98024,Baik,Sedang
81.635,66.507866,15.127136,15.127136,Sedang,Sedang
74.502686,69.27644,5.226242,5.226242,Sedang,Sedang
62.17445,67.30604,-5.131588,5.131588,Sedang,Sedang
98.61964,66.41172,32.207916,32.207916,Sedang,Sedang
116.52619,84.46614,32.06005,32.06005,Tidak Sehat,Sedang
127.104164,103.911026,23.193138,23.193138,Tidak Sehat,Tidak Sehat
127.74576,106.96827,20.777489,20.777489,Tidak Sehat,Tidak Sehat
147.61821,99.9932,47.625008,47.625008,Tidak Sehat,Sedang
94.62836,111.30081,-16.672455,16.672455,Sedang,Tidak Sehat
71.54102,82.59924,-11.05822,11.05822,Sedang,Sedang
57.988316,84.178894,-26.190578,26.190578,Sedang,Sedang
69.26512,76.58614,-7.321022,7.321022,Sedang,Sedang
51.663364,79.93416,-28.270794,28.270794,Sedang,Sedang
6.3768477,65.85676,-59.47991,59.47991,Baik,Sedang
6.6873274,31.75872,-25.071392,25.071392,Baik,Baik
8.451207,27.513058,-19.061852,19.061852,Baik,Baik
52.804157,15.703125,37.101032,37.101032,Sedang,Baik
59.316383,49.377197,9.939186,9.939186,Sedang,Baik
44.013855,51.66954,-7.6556854,7.6556854,Baik,Sedang
45.46042,41.39241,4.0680084,4.0680084,Baik,Baik
27.314442,37.059536,-9.745094,9.745094,Baik,Baik
29.73613,41.204147,-11.468018,11.468018,Baik,Baik
25.687696,24.95222,0.73547554,0.73547554,Baik,Baik
23.142204,27.823818,-4.681614,4.681614,Baik,Baik
29.708632,34.061207,-4.3525753,4.3525753,Baik,Baik
27.480946,38.21661,-10.735664,10.735664,Baik,Baik
42.227543,35.524235,6.703308,6.703308,Baik,Baik
73.00667,44.079346,28.927322,28.927322,Sedang,Baik
77.42814,75.981674,1.4464645,1.4464645,Sedang,Sedang
58.779488,49.173862,9.605625,9.605625,Sedang,Baik
49.83097,52.999573,-3.168602,3.168602,Baik,Sedang
21.752234,49.32269,-27.570456,27.570456,Baik,Baik
30.33965,42.90149,-12.56184,12.56184,Baik,Baik
33.614006,34.603565,-0.9895592,0.9895592,Baik,Baik
32.69997,37.939835,-5.2398643,5.2398643,Baik,Baik
32.559883,30.481277,2.0786057,2.0786057,Baik,Baik
33.445465,36.24307,-2.7976036,2.7976036,Baik,Baik
37.945602,44.03617,-6.0905685,6.0905685,Baik,Baik
29.319725,46.40106,-17.081333,17.081333,Baik,Baik
22.341326,39.831497,-17.490171,17.490171,Baik,Baik
34.002758,32.982338,1.0204201,1.0204201,Baik,Baik
41.824482,33.020264,8.804218,8.804218,Baik,Baik
51.48391,46.775986,4.707924,4.707924,Sedang,Baik
51.21094,47.442596,3.7683449,3.7683449,Sedang,Baik
61.542896,53.863884,7.6790123,7.6790123,Sedang,Sedang
47.409378,51.18538,-3.776001,3.776001,Baik,Sedang
57.444836,52.606045,4.838791,4.838791,Sedang,Sedang
54.36589,50.28388,4.082012,4.082012,Sedang,Sedang
66.11854,58.870056,7.2484818,7.2484818,Sedang,Sedang
61.519848,64.83058,-3.3107338,3.3107338,Sedang,Sedang
54.623,55.58368,-0.9606781,0.9606781,Sedang,Sedang
28.216011,43.03475,-14.818741,14.818741,Baik,Baik
85.57957,86.805954,-1.226387,1.226387,Sedang,Sedang
64.18041,81.23552,-17.055107,17.055107,Sedang,Sedang
67.653305,79.16118,-11.507874,11.507874,Sedang,Sedang
107.91471,81.35452,26.560188,26.560188,Tidak Sehat,Sedang
93.85633,92.70526,1.1510696,1.1510696,Sedang,Sedang
85.721176,80.62817,5.09301,5.09301,Sedang,Sedang
98.32177,87.065765,11.256004,11.256004,Sedang,Sedang
98.928246,90.84706,8.081184,8.081184,Sedang,Sedang
93.189575,90.506485,2.6830902,2.6830902,Sedang,Sedang
95.45227,87.56027,7.8919983,7.8919983,Sedang,Sedang
107.734215,98.97575,8.758461,8.758461,Tidak Sehat,Sedang
94.441696,96.53929,-2.0975952,2.0975952,Sedang,Sedang
90.38581,89.14928,1.2365341,1.2365341,Sedang,Sedang
71.56485,83.817345,-12.252495,12.252495,Sedang,Sedang
77.37285,72.02231,5.35054,5.35054,Sedang,Sedang
79.80042,80.290596,-0.49017334,0.49017334,Sedang,Sedang
78.99565,78.906334,0.08931732,0.08931732,Sedang,Sedang
67.04058,81.73643,-14.695847,14.695847,Sedang,Sedang
105.48707,80.49129,24.99578,24.99578,Tidak Sehat,Sedang
93.83078,92.5945,1.2362823,1.2362823,Sedang,Sedang
85.45751,76.38589,9.071625,9.071625,Sedang,Sedang
79.24341,78.82058,0.42282867,0.42282867,Sedang,Sedang
82.358025,81.961174,0.3968506,0.3968506,Sedang,Sedang
91.90573,83.59364,8.312088,8.312088,Sedang,Sedang
98.35088,84.90003,13.450851,13.450851,Sedang,Sedang
94.067894,93.04811,1.019783,1.019783,Sedang,Sedang
92.99679,91.63895,1.3578415,1.3578415,Sedang,Sedang
95.073395,89.75928,5.3141174,5.3141174,Sedang,Sedang
89.274185,82.978165,6.2960205,6.2960205,Sedang,Sedang
86.66096,86.45765,0.2033081,0.2033081,Sedang,Sedang
88.17446,86.17391,2.0005493,2.0005493,Sedang,Sedang
99.91561,93.211365,6.7042465,6.7042465,Sedang,Sedang
97.10406,92.3691,4.734955,4.734955,Sedang,Sedang
78.85022,84.47171,-5.6214905,5.6214905,Sedang,Sedang
94.35304,80.816086,13.536957,13.536957,Sedang,Sedang
96.001175,92.895645,3.1055298,3.1055298,Sedang,Sedang
81.988144,82.29314,-0.30499268,0.30499268,Sedang,Sedang
102.172874,83.795204,18.37767,18.37767,Tidak Sehat,Sedang
96.365906,95.3509,1.015007,1.015007,Sedang,Sedang
92.86901,90.802536,2.066475,2.066475,Sedang,Sedang
101.05428,90.42272,10.631561,10.631561,Tidak Sehat,Sedang
79.62443,93.68746,-14.063034,14.063034,Sedang,Sedang
75.34609,73.4843,1.8617935,1.8617935,Sedang,Sedang
82.40701,77.78397,4.6230392,4.6230392,Sedang,Sedang
99.65145,83.65904,15.992409,15.992409,Sedang,Sedang
90.965836,91.11237,-0.14653778,0.14653778,Sedang,Sedang
74.07275,79.09362,-5.020874,5.020874,Sedang,Sedang
76.3445,76.84995,-0.505455,0.505455,Sedang,Sedang
78.54107,74.2675,4.273567,4.273567,Sedang,Sedang
77.57026,68.42938,9.140877,9.140877,Sedang,Sedang
70.64205,68.2196,2.4224548,2.4224548,Sedang,Sedang
75.27103,70.047554,5.2234726,5.2234726,Sedang,Sedang
66.953156,79.648766,-12.69561,12.69561,Sedang,Sedang
77.87479,69.64331,8.231476,8.231476,Sedang,Sedang
76.15455,81.352356,-5.1978073,5.1978073,Sedang,Sedang
84.620575,78.925026,5.695549,5.695549,Sedang,Sedang
82.91671,81.82971,1.086998,1.086998,Sedang,Sedang
81.592026,77.81824,3.7737885,3.7737885,Sedang,Sedang
86.59389,79.13989,7.4539948,7.4539948,Sedang,Sedang
80.04479,83.403366,-3.358574,3.358574,Sedang,Sedang
85.12651,80.75079,4.375717,4.375717,Sedang,Sedang
82.527016,82.43001,0.09700775,0.09700775,Sedang,Sedang
43.447968,78.71529,-35.26732,35.26732,Baik,Sedang
102.80176,62.852966,39.94879,39.94879,Tidak Sehat,Sedang
90.13774,93.960144,-3.822403,3.822403,Sedang,Sedang
78.160065,83.38785,-5.227783,5.227783,Sedang,Sedang
88.7126,79.054276,9.658325,9.658325,Sedang,Sedang
78.735855,75.67216,3.0636978,3.0636978,Sedang,Sedang
78.220924,77.6509,0.5700226,0.5700226,Sedang,Sedang
75.232895,71.33343,3.8994675,3.8994675,Sedang,Sedang
87.35197,69.870056,17.48191,17.48191,Sedang,Sedang
76.894394,79.5894,-2.6950073,2.6950073,Sedang,Sedang
83.23533,75.36064,7.874687,7.874687,Sedang,Sedang
89.91514,86.05935,3.8557892,3.8557892,Sedang,Sedang
92.1244,86.95096,5.173439,5.173439,Sedang,Sedang
84.45878,88.391685,-3.932907,3.932907,Sedang,Sedang
80.66448,79.254326,1.4101562,1.4101562,Sedang,Sedang
76.253075,81.337845,-5.08477,5.08477,Sedang,Sedang
103.40681,76.214355,27.192451,27.192451,Tidak Sehat,Sedang
87.907036,85.03279,2.8742447,2.8742447,Sedang,Sedang
76.47783,82.94129,-6.463463,6.463463,Sedang,Sedang
82.69622,82.26506,0.43115997,0.43115997,Sedang,Sedang
87.98679,84.7744,3.2123947,3.2123947,Sedang,Sedang
79.323494,78.45239,0.8711014,0.8711014,Sedang,Sedang
88.44608,73.39145,15.054634,15.054634,Sedang,Sedang
97.54683,72.342926,25.203903,25.203903,Sedang,Sedang
77.66581,89.63609,-11.9702835,11.9702835,Sedang,Sedang
78.88345,82.3049,-3.4214478,3.4214478,Sedang,Sedang
76.747536,82.04584,-5.2983017,5.2983017,Sedang,Sedang
68.591644,78.25553,-9.663887,9.663887,Sedang,Sedang
92.94431,75.12522,17.819092,17.819092,Sedang,Sedang
78.08597,92.35047,-14.2645035,14.2645035,Sedang,Sedang
63.050472,65.464226,-2.4137535,2.4137535,Sedang,Sedang
89.929,78.47672,11.452278,11.452278,Sedang,Sedang
91.43245,84.51237,6.920082,6.920082,Sedang,Sedang
72.552475,85.03629,-12.483818,12.483818,Sedang,Sedang
73.74337,71.09476,2.648613,2.648613,Sedang,Sedang
72.4538,73.21193,-0.75813293,0.75813293,Sedang,Sedang
71.386536,72.34547,-0.95893097,0.95893097,Sedang,Sedang
77.603165,74.17183,3.4313354,3.4313354,Sedang,Sedang
77.78806,85.5808,-7.79274,7.79274,Sedang,Sedang
84.51939,86.60094,-2.0815506,2.0815506,Sedang,Sedang
82.36852,86.56379,-4.1952667,4.1952667,Sedang,Sedang
86.823494,81.55998,5.2635117,5.2635117,Sedang,Sedang
89.9242,82.82078,7.103424,7.103424,Sedang,Sedang
69.65115,66.30477,3.3463821,3.3463821,Sedang,Sedang
66.803734,65.37796,1.4257736,1.4257736,Sedang,Sedang
68.123856,79.28426,-11.160408,11.160408,Sedang,Sedang
66.207375,75.724754,-9.51738,9.51738,Sedang,Sedang
78.82057,72.2182,6.602371,6.602371,Sedang,Sedang
91.698845,81.2375,10.461342,10.461342,Sedang,Sedang
96.10709,90.62728,5.4798126,5.4798126,Sedang,Sedang
80.99917,88.07178,-7.072609,7.072609,Sedang,Sedang
74.879486,68.64753,6.2319565,6.2319565,Sedang,Sedang
60.64804,68.11926,-7.471222,7.471222,Sedang,Sedang
77.335915,69.72686,7.6090546,7.6090546,Sedang,Sedang
94.22883,77.347664,16.881165,16.881165,Sedang,Sedang
106.71614,90.65645,16.059692,16.059692,Tidak Sehat,Sedang
104.659325,95.38136,9.277962,9.277962,Tidak Sehat,Sedang
128.1157,84.65848,43.45723,43.45723,Tidak Sehat,Sedang
81.04154,102.11113,-21.069588,21.069588,Sedang,Tidak Sehat
68.246735,79.00931,-10.762573,10.762573,Sedang,Sedang
64.73288,80.88019,-16.147308,16.147308,Sedang,Sedang
70.45856,76.244835,-5.786278,5.786278,Sedang,Sedang
59.162384,75.8282,-16.665817,16.665817,Sedang,Sedang
55.611034,67.98236,-12.371326,12.371326,Sedang,Sedang
52.21385,53.24864,-1.03479,1.03479,Sedang,Sedang
48.255512,59.915165,-11.659653,11.659653,Baik,Sedang
61.25237,46.48082,14.771549,14.771549,Sedang,Baik
61.774,65.3627,-3.5887032,3.5887032,Sedang,Sedang
46.325706,64.70938,-18.383675,18.383675,Baik,Sedang
52.541332,51.617817,0.9235153,0.9235153,Sedang,Sedang
38.46989,46.783913,-8.314022,8.314022,Baik,Baik
39.75698,53.936172,-14.179192,14.179192,Baik,Sedang
30.190634,35.999313,-5.8086796,5.8086796,Baik,Baik
22.687246,35.224567,-12.537321,12.537321,Baik,Baik
30.011541,38.677032,-8.665491,8.665491,Baik,Baik
30.069304,43.017742,-12.948439,12.948439,Baik,Baik
42.47155,41.830444,0.64110565,0.64110565,Baik,Baik
72.60375,46.651047,25.952705,25.952705,Sedang,Baik
77.96424,71.370346,6.593895,6.593895,Sedang,Sedang
58.032413,52.82147,5.210945,5.210945,Sedang,Sedang
49.138092,50.39713,-1.259037,1.259037,Baik,Sedang
16.63879,49.314854,-32.676064,32.676064,Baik,Baik
37.86047,45.478596,-7.618126,7.618126,Baik,Baik
45.916348,39.74138,6.1749687,6.1749687,Baik,Baik
49.21793,44.048946,5.1689835,5.1689835,Baik,Baik
34.23263,34.314182,-0.0815506,0.0815506,Baik,Baik
32.65972,38.59018,-5.930458,5.930458,Baik,Baik
39.527218,48.44281,-8.915592,8.915592,Baik,Baik
37.91329,53.417984,-15.504696,15.504696,Baik,Sedang
23.75673,49.81848,-26.061752,26.061752,Baik,Baik
36.67437,40.602287,-3.9279175,3.9279175,Baik,Baik
43.12403,39.33653,3.7875023,3.7875023,Baik,Baik
53.456894,45.451267,8.005627,8.005627,Sedang,Baik
53.273617,52.998238,0.27537918,0.27537918,Sedang,Sedang
59.954746,54.991283,4.963463,4.963463,Sedang,Sedang
46.25134,54.01669,-7.7653503,7.7653503,Baik,Sedang
56.990067,55.021645,1.9684219,1.9684219,Sedang,Sedang
53.930668,52.48137,1.4492989,1.4492989,Sedang,Sedang
66.06591,58.873955,7.1919556,7.1919556,Sedang,Sedang
61.303337,59.943027,1.3603096,1.3603096,Sedang,Sedang
55.55089,55.70443,-0.15353775,0.15353775,Sedang,Sedang
33.698288,46.433113,-12.734825,12.734825,Baik,Baik
80.88119,84.01341,-3.132225,3.132225,Sedang,Sedang
80.32002,79.37005,0.94997406,0.94997406,Sedang,Sedang
81.72453,87.58306,-5.858528,5.858528,Sedang,Sedang
85.843506,89.47795,-3.6344452,3.6344452,Sedang,Sedang
74.316216,88.02525,-13.709038,13.709038,Sedang,Sedang
76.26293,75.38549,0.8774414,0.8774414,Sedang,Sedang
89.17512,85.124016,4.0511017,4.0511017,Sedang,Sedang
91.65365,90.13028,1.5233688,1.5233688,Sedang,Sedang
92.86323,90.562546,2.300682,2.300682,Sedang,Sedang
85.750946,90.25183,-4.500885,4.500885,Sedang,Sedang
106.613914,99.87111,6.7428055,6.7428055,Tidak Sehat,Sedang
89.54857,100.71986,-11.171288,11.171288,Sedang,Tidak Sehat
76.757675,87.79437,-11.036697,11.036697,Sedang,Sedang
62.158173,78.74768,-16.589508,16.589508,Sedang,Sedang
52.78212,66.75004,-13.967918,13.967918,Sedang,Sedang
67.77866,72.515175,-4.736511,4.736511,Sedang,Sedang
76.833336,75.88245,0.9508896,0.9508896,Sedang,Sedang
80.94333,85.05441,-4.111084,4.111084,Sedang,Sedang
91.79797,86.72926,5.0687103,5.0687103,Sedang,Sedang
87.166664,86.25037,0.9162979,0.9162979,Sedang,Sedang
75.89486,72.972984,2.921875,2.921875,Sedang,Sedang
71.64293,75.82442,-4.181488,4.181488,Sedang,Sedang
67.56967,81.62811,-14.058441,14.058441,Sedang,Sedang
84.413185,80.09292,4.3202667,4.3202667,Sedang,Sedang
86.24761,85.43582,0.81179047,0.81179047,Sedang,Sedang
88.08009,93.019394,-4.9393005,4.9393005,Sedang,Sedang
85.40958,92.60407,-7.194496,7.194496,Sedang,Sedang
91.4831,87.03337,4.44973,4.44973,Sedang,Sedang
89.73946,84.93107,4.8083954,4.8083954,Sedang,Sedang
83.81416,90.85105,-7.036888,7.036888,Sedang,Sedang
88.07895,89.62451,-1.5455627,1.5455627,Sedang,Sedang
95.57623,97.44112,-1.8648834,1.8648834,Sedang,Sedang
97.29389,96.50196,0.79193115,0.79193115,Sedang,Sedang
103.90378,86.2801,17.62368,17.62368,Tidak Sehat,Sedang
86.242516,97.31403,-11.071518,11.071518,Sedang,Sedang
87.17152,89.51892,-2.3474045,2.3474045,Sedang,Sedang
77.3129,84.54797,-7.235077,7.235077,Sedang,Sedang
85.68588,85.80587,-0.11998749,0.11998749,Sedang,Sedang
83.01987,97.075516,-14.055649,14.055649,Sedang,Sedang
112.19155,91.41919,20.772362,20.772362,Tidak Sehat,Sedang
91.400696,101.21861,-9.817917,9.817917,Sedang,Tidak Sehat
117.42124,87.49417,29.92707,29.92707,Tidak Sehat,Sedang
87.89592,97.99997,-10.10405,10.10405,Sedang,Sedang
15.407619,84.75541,-69.34779,69.34779,Baik,Sedang
73.29288,66.032814,7.260063,7.260063,Sedang,Sedang
76.096565,89.71365,-13.617088,13.617088,Sedang,Sedang
110.97727,74.79275,36.184525,36.184525,Tidak Sehat,Sedang
72.09709,94.60391,-22.50682,22.50682,Sedang,Sedang
86.60962,72.87299,13.736626,13.736626,Sedang,Sedang
85.0372,77.88829,7.1489105,7.1489105,Sedang,Sedang
66.23691,74.84575,-8.608841,8.608841,Sedang,Sedang
61.28981,73.03831,-11.748497,11.748497,Sedang,Sedang
55.1501,81.115715,-25.965614,25.965614,Sedang,Sedang
65.58933,67.77088,-2.181549,2.181549,Sedang,Sedang
61.058804,76.82749,-15.768688,15.768688,Sedang,Sedang
67.212616,72.92799,-5.715378,5.715378,Sedang,Sedang
71.371376,73.72085,-2.349472,2.349472,Sedang,Sedang
71.166565,73.665245,-2.49868,2.49868,Sedang,Sedang
69.982735,76.383606,-6.4008713,6.4008713,Sedang,Sedang
62.913887,80.39553,-17.481644,17.481644,Sedang,Sedang
85.14379,76.14046,9.003334,9.003334,Sedang,Sedang
75.927704,83.10069,-7.172989,7.172989,Sedang,Sedang
70.992424,75.0744,-4.081978,4.081978,Sedang,Sedang
103.52431,78.70463,24.81968,24.81968,Tidak Sehat,Sedang
75.659775,98.847984,-23.18821,23.18821,Sedang,Sedang
68.82882,83.513306,-14.684486,14.684486,Sedang,Sedang
69.97608,78.591255,-8.615173,8.615173,Sedang,Sedang
60.339767,73.97318,-13.633415,13.633415,Sedang,Sedang
57.922546,68.926765,-11.004219,11.004219,Sedang,Sedang
64.30928,62.54277,1.76651,1.76651,Sedang,Sedang
88.61146,63.864902,24.746555,24.746555,Sedang,Sedang
74.29086,80.6546,-6.363739,6.363739,Sedang,Sedang
95.49817,78.26109,17.237076,17.237076,Sedang,Sedang
32.772976,95.7852,-63.012226,63.012226,Baik,Sedang
83.163284,71.17428,11.989006,11.989006,Sedang,Sedang
71.922585,86.04027,-14.117683,14.117683,Sedang,Sedang
65.50799,72.79833,-7.290344,7.290344,Sedang,Sedang
59.336998,73.86473,-14.527733,14.527733,Sedang,Sedang
80.65735,67.39295,13.264397,13.264397,Sedang,Sedang
69.91761,76.94648,-7.0288696,7.0288696,Sedang,Sedang
63.111485,79.01704,-15.905552,15.905552,Sedang,Sedang
83.40689,76.80822,6.598671,6.598671,Sedang,Sedang
92.27833,84.80636,7.4719696,7.4719696,Sedang,Sedang
79.51803,80.86188,-1.3438492,1.3438492,Sedang,Sedang
89.7379,75.111725,14.626175,14.626175,Sedang,Sedang
98.81732,76.619576,22.197746,22.197746,Sedang,Sedang
77.45601,95.95464,-18.498634,18.498634,Sedang,Sedang
75.34829,87.18093,-11.832642,11.832642,Sedang,Sedang
78.583534,83.64317,-5.059639,5.059639,Sedang,Sedang
60.997192,80.30006,-19.302864,19.302864,Sedang,Sedang
68.10672,71.72457,-3.6178513,3.6178513,Sedang,Sedang
80.3472,79.550705,0.79649353,0.79649353,Sedang,Sedang
65.13204,67.73421,-2.6021652,2.6021652,Sedang,Sedang
79.71285,81.579735,-1.8668823,1.8668823,Sedang,Sedang
65.78032,85.33215,-19.551834,19.551834,Sedang,Sedang
73.18352,77.45653,-4.2730103,4.2730103,Sedang,Sedang
75.87057,71.69776,4.172806,4.172806,Sedang,Sedang
65.88899,77.22816,-11.339165,11.339165,Sedang,Sedang
69.44393,68.5483,0.8956299,0.8956299,Sedang,Sedang
77.01729,74.727295,2.2899933,2.2899933,Sedang,Sedang
76.75401,88.776886,-12.022873,12.022873,Sedang,Sedang
84.795074,87.992065,-3.196991,3.196991,Sedang,Sedang
82.837006,88.69978,-5.8627777,5.8627777,Sedang,Sedang
73.307625,79.21903,-5.9114075,5.9114075,Sedang,Sedang
70.14005,75.5613,-5.4212494,5.4212494,Sedang,Sedang
60.01514,56.44563,3.5695114,3.5695114,Sedang,Sedang
52.6077,61.05644,-8.448738,8.448738,Sedang,Sedang
51.040596,75.366295,-24.325699,24.325699,Sedang,Sedang
38.78792,70.77018,-31.982258,31.982258,Baik,Sedang
63.354614,61.37796,1.976654,1.976654,Sedang,Sedang
65.599045,69.40167,-3.8026276,3.8026276,Sedang,Sedang
74.4278,74.81207,-0.3842697,0.3842697,Sedang,Sedang
81.09064,71.9858,9.1048355,9.1048355,Sedang,Sedang
76.94878,61.076424,15.872353,15.872353,Sedang,Sedang
57.423527,63.19555,-5.7720222,5.7720222,Sedang,Sedang
61.77644,68.91921,-7.1427727,7.1427727,Sedang,Sedang
66.72503,70.0577,-3.332672,3.332672,Sedang,Sedang
74.429886,75.63339,-1.2035065,1.2035065,Sedang,Sedang
62.798054,77.133125,-14.335072,14.335072,Sedang,Sedang
75.70593,69.05072,6.6552124,6.6552124,Sedang,Sedang
53.920425,81.00809,-27.087662,27.087662,Sedang,Sedang
53.95769,64.3818,-10.424107,10.424107,Sedang,Sedang
52.238316,71.33518,-19.096867,19.096867,Sedang,Sedang
70.97656,65.23748,5.7390823,5.7390823,Sedang,Sedang
50.524994,66.69644,-16.171448,16.171448,Sedang,Sedang
51.983234,57.01721,-5.0339737,5.0339737,Sedang,Sedang
44.02966,46.565426,-2.5357666,2.5357666,Baik,Baik
32.553783,56.53296,-23.979176,23.979176,Baik,Sedang
51.22082,41.599373,9.6214485,9.6214485,Sedang,Baik
51.15938,61.111202,-9.95182,9.95182,Sedang,Sedang
32.062275,59.013165,-26.95089,26.95089,Baik,Sedang
35.032547,45.17066,-10.138111,10.138111,Baik,Baik
35.342796,38.430054,-3.0872574,3.0872574,Baik,Baik
33.12899,54.861908,-21.732918,21.732918,Baik,Sedang
22.419897,33.972176,-11.5522785,11.5522785,Baik,Baik
16.146511,34.494953,-18.348442,18.348442,Baik,Baik
28.616022,38.922585,-10.306562,10.306562,Baik,Baik
27.531492,42.749557,-15.218065,15.218065,Baik,Baik
44.444397,42.08278,2.361618,2.361618,Baik,Baik
73.45578,51.408302,22.047478,22.047478,Sedang,Sedang
78.37393,79.94728,-1.573349,1.573349,Sedang,Sedang
60.65946,58.119576,2.5398827,2.5398827,Sedang,Sedang
42.05906,55.721268,-13.662209,13.662209,Baik,Sedang
12.967333,52.119358,-39.152023,39.152023,Baik,Sedang
25.480314,48.280674,-22.80036,22.80036,Baik,Baik
20.551449,38.762474,-18.211025,18.211025,Baik,Baik
24.429419,36.752403,-12.322985,12.322985,Baik,Baik
20.55594,28.95023,-8.394289,8.394289,Baik,Baik
23.323915,35.38209,-12.058176,12.058176,Baik,Baik
17.932539,46.527184,-28.594645,28.594645,Baik,Baik
29.003958,47.770172,-18.766214,18.766214,Baik,Baik
19.762506,45.96779,-26.205282,26.205282,Baik,Baik
23.572649,39.49256,-15.919912,15.919912,Baik,Baik
43.013836,35.59595,7.417885,7.417885,Baik,Baik
52.69533,49.299023,3.396309,3.396309,Sedang,Baik
52.249207,59.835995,-7.586788,7.586788,Sedang,Sedang
61.73067,59.31695,2.4137192,2.4137192,Sedang,Sedang
46.534203,58.406605,-11.872402,11.872402,Baik,Sedang
60.680595,58.24146,2.4391365,2.4391365,Sedang,Sedang
47.10207,54.688652,-7.586582,7.586582,Baik,Sedang
66.954544,58.804962,8.149582,8.149582,Sedang,Sedang
60.67807,61.763397,-1.0853271,1.0853271,Sedang,Sedang
54.632736,61.385925,-6.753189,6.753189,Sedang,Sedang
23.398916,49.246555,-25.84764,25.84764,Baik,Baik
82.4641,76.95163,5.512474,5.512474,Sedang,Sedang
76.98398,76.7449,0.2390747,0.2390747,Sedang,Sedang
81.38141,78.1758,3.2056122,3.2056122,Sedang,Sedang
91.221634,82.68833,8.533302,8.533302,Sedang,Sedang
89.04638,82.632935,6.4134445,6.4134445,Sedang,Sedang
75.53522,77.17876,-1.6435394,1.6435394,Sedang,Sedang
89.15767,76.12278,13.034889,13.034889,Sedang,Sedang
90.82929,84.49527,6.3340225,6.3340225,Sedang,Sedang
52.337463,85.43292,-33.09546,33.09546,Sedang,Sedang
74.87042,71.84871,3.0217133,3.0217133,Sedang,Sedang
98.30193,84.59228,13.709656,13.709656,Sedang,Sedang
93.646385,88.56806,5.0783234,5.0783234,Sedang,Sedang
93.33799,83.64475,9.693237,9.693237,Sedang,Sedang
66.588684,80.499054,-13.91037,13.91037,Sedang,Sedang
68.09946,66.90179,1.19767,1.19767,Sedang,Sedang
77.58543,72.876274,4.709152,4.709152,Sedang,Sedang
74.16058,77.41123,-3.2506485,3.2506485,Sedang,Sedang
76.203995,77.51804,-1.3140488,1.3140488,Sedang,Sedang
52.543133,79.272,-26.72887,26.72887,Sedang,Sedang
68.38074,68.363716,0.01702118,0.01702118,Sedang,Sedang
76.629906,65.56148,11.068428,11.068428,Sedang,Sedang
72.23079,72.816124,-0.5853348,0.5853348,Sedang,Sedang
73.93883,71.49749,2.4413376,2.4413376,Sedang,Sedang
78.88935,77.1585,1.7308502,1.7308502,Sedang,Sedang
89.14213,80.48622,8.655907,8.655907,Sedang,Sedang
90.12243,86.726135,3.3962936,3.3962936,Sedang,Sedang
89.39176,86.142456,3.2493057,3.2493057,Sedang,Sedang
90.7476,85.98555,4.762047,4.762047,Sedang,Sedang
82.41926,81.36344,1.0558167,1.0558167,Sedang,Sedang
80.33977,80.82946,-0.4896927,0.4896927,Sedang,Sedang
86.04641,82.73962,3.3067932,3.3067932,Sedang,Sedang
94.5148,87.957146,6.5576553,6.5576553,Sedang,Sedang
91.87456,87.55463,4.319931,4.319931,Sedang,Sedang
74.60525,81.92379,-7.3185425,7.3185425,Sedang,Sedang
85.85915,75.22786,10.631294,10.631294,Sedang,Sedang
97.26171,85.813484,11.448227,11.448227,Sedang,Sedang
73.65259,85.21623,-11.563644,11.563644,Sedang,Sedang
96.70443,78.7683,17.936127,17.936127,Sedang,Sedang
96.29424,89.58652,6.7077255,6.7077255,Sedang,Sedang
85.40799,88.104294,-2.6963043,2.6963043,Sedang,Sedang
103.82763,83.13543,20.6922,20.6922,Tidak Sehat,Sedang
75.81576,93.72914,-17.913383,17.913383,Sedang,Sedang
71.840515,73.87354,-2.0330276,2.0330276,Sedang,Sedang
69.9656,75.66779,-5.702194,5.702194,Sedang,Sedang
74.11677,77.69685,-3.5800858,3.5800858,Sedang,Sedang
80.94614,80.070366,0.87577057,0.87577057,Sedang,Sedang
64.4188,79.6037,-15.184898,15.184898,Sedang,Sedang
73.94206,72.69043,1.2516327,1.2516327,Sedang,Sedang
69.71866,73.83974,-4.1210785,4.1210785,Sedang,Sedang
67.93977,65.89707,2.0427017,2.0427017,Sedang,Sedang
62.83204,66.6413,-3.8092575,3.8092575,Sedang,Sedang
65.0786,68.34825,-3.2696533,3.2696533,Sedang,Sedang
63.50693,75.52417,-12.017239,12.017239,Sedang,Sedang
71.93136,69.896416,2.0349426,2.0349426,Sedang,Sedang
77.856094,75.98411,1.8719864,1.8719864,Sedang,Sedang
76.365326,75.73476,0.63056946,0.63056946,Sedang,Sedang
78.43144,74.1856,4.245842,4.245842,Sedang,Sedang
74.66939,75.93834,-1.2689514,1.2689514,Sedang,Sedang
77.78316,75.02223,2.7609253,2.7609253,Sedang,Sedang
72.16432,79.55513,-7.390808,7.390808,Sedang,Sedang
80.67643,77.440704,3.2357254,3.2357254,Sedang,Sedang
76.53084,78.99688,-2.4660416,2.4660416,Sedang,Sedang
81.673645,75.53971,6.133934,6.133934,Sedang,Sedang
