tanggal,station,ISPU PM2.5,kategori_pm25,prediksi_pm25,residual,abs_error,kategori_aktual,kategori_prediksi
2024-10-04,kelapa gading,84.75,Sedang,92.1987497368511,-7.448749736851099,7.448749736851099,Sedang,Sedang
2024-10-04,lubang buaya,68.33333333333333,Sedang,74.88639636646846,-6.553063033135132,6.553063033135132,Sedang,Sedang
2024-10-04,us embassy 1,82.45408386217535,Sedang,88.03963117437212,-5.585547312196766,5.585547312196766,Sedang,Sedang
2024-10-04,us embassy 2,91.1245454221004,Sedang,90.52544078281771,0.599104639282686,0.599104639282686,Sedang,Sedang
2024-10-05,bundaran hi,79.625,Sedang,84.5218853183547,-4.896885318354705,4.896885318354705,Sedang,Sedang
2024-10-05,jagakarsa,69.875,Sedang,74.89861333133905,-5.02361333133905,5.02361333133905,Sedang,Sedang
2024-10-05,kebun jeruk,82.91666666666667,Sedang,87.4806226734562,-4.563956006789525,4.563956006789525,Sedang,Sedang
2024-10-05,kelapa gading,81.45833333333333,Sedang,81.22180583284712,0.2365275004862042,0.2365275004862042,Sedang,Sedang
2024-10-05,lubang buaya,63.16666666666666,Sedang,61.35793592740276,1.8087307392639005,1.8087307392639005,Sedang,Sedang
2024-10-05,us embassy 1,76.13931980224588,Sedang,80.89151493076989,-4.752195128524008,4.752195128524008,Sedang,Sedang
2024-10-05,us embassy 2,82.45132214897288,Sedang,88.03413625625306,-5.582814107280186,5.582814107280186,Sedang,Sedang
2024-10-06,bundaran hi,75.625,Sedang,81.0498376589052,-5.424837658905204,5.424837658905204,Sedang,Sedang
2024-10-06,jagakarsa,70.875,Sedang,72.36671469970082,-1.4917146997008217,1.4917146997008217,Sedang,Sedang
2024-10-06,kebun jeruk,78.70833333333333,Sedang,82.15219153694835,-3.4438582036150223,3.4438582036150223,Sedang,Sedang
2024-10-06,kelapa gading,76.66666666666667,Sedang,82.96223423226715,-6.295567565600479,6.295567565600479,Sedang,Sedang
2024-10-06,lubang buaya,56.66666666666666,Sedang,72.97527305448382,-16.308606387817164,16.308606387817164,Sedang,Sedang
2024-10-06,us embassy 1,72.93348912963998,Sedang,79.30869840091084,-6.375209271270862,6.375209271270862,Sedang,Sedang
2024-10-06,us embassy 2,80.56429314494214,Sedang,84.75644569682878,-4.192152551886636,4.192152551886636,Sedang,Sedang
2024-10-07,bundaran hi,101.91666666666669,Tidak Sehat,79.10317882348053,22.813487843186152,22.813487843186152,Tidak Sehat,Sedang
2024-10-07,jagakarsa,109.58333333333331,Tidak Sehat,67.77227765590042,41.81105567743289,41.81105567743289,Tidak Sehat,Sedang
2024-10-07,kebun jeruk,114.20833333333331,Tidak Sehat,79.85588181356916,34.35245151976416,34.35245151976416,Tidak Sehat,Sedang
2024-10-07,kelapa gading,101.5,Tidak Sehat,79.6025824273327,21.897417572667294,21.897417572667294,Tidak Sehat,Sedang
2024-10-07,lubang buaya,72.91666666666667,Sedang,58.60123033196078,14.315436334705893,14.315436334705893,Sedang,Sedang
2024-10-07,us embassy 1,94.8833728544182,Sedang,73.57610117023098,21.307271684187214,21.307271684187214,Sedang,Sedang
2024-10-07,us embassy 2,111.79809283051183,Tidak Sehat,81.0254227890652,30.77267004144663,30.77267004144663,Tidak Sehat,Sedang
