model,n_aktual_gt_100,n_prediksi_gt_100,MAE_gt_100,RMSE_gt_100,MAPE_gt_100,rata_aktual,rata_prediksi
LSTM_v2_BEST,73,14,20.238279342651367,23.028818403269874,18.49224805994243,107.39363861083984,87.17711639404297
