,precision,recall,f1-score,support
Baik,0.8396946564885496,0.632183908045977,0.7213114754098361,174.0
Sedang,0.8703888334995015,0.9689234184239733,0.917016806722689,901.0
Tidak Sehat,0.5,0.0958904109589041,0.16091954022988506,73.0
accuracy,0.8623693379790941,0.8623693379790941,0.8623693379790941,0.8623693379790941
macro avg,0.7366944966626837,0.5656659124762848,0.5997492741208034,1148.0
weighted avg,0.8421839801498767,0.8623693379790941,0.839274796180519,1148.0
