bulan_test,aktual_mean,prediksi_mean,mae
2024-05,90.10193510485405,86.7389146235833,8.391534055048425
2024-06,85.84277155346284,86.1432265602203,8.671082210483817
2024-07,81.42105606518123,80.86161830077452,8.25879128982916
2024-08,87.93147345766106,87.14830953697705,8.142787955201918
2024-09,78.64921488168203,79.29720260852493,7.454056151419947
2024-10,78.77496030608287,80.1465059056189,8.739960401969523
2024-11,69.18394526147478,71.85363645675093,11.644247069632485
2024-12,43.79734406303149,46.9300431698822,8.927563625383439
2025-01,54.20226168677383,44.483824983378256,11.506924316512197
